col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Dennis Kilderry,Mike Driscoll,Paul Definis,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Dennis Kilderry,133,0,0,108,91,74,68,All
Mike Driscoll,,51,0,76,67,49,47,All
Paul Definis,,,6,9,14,8,6,All
James Harrity,,,,4,89,87,80,All
Marnie Aument Loughrey,,,,,3,81,82,All
Donna J Derose,,,,,,4,81,All
Frank T Brzozowski,,,,,,,1,All
Total,324,176,29,197,175,137,124,All
