col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 4th District - Democrat,,,All
,Brian D Gralnick,Art Haywood,Leanna Washington,All
Brian D Gralnick,"1,736",0,0,All
Art Haywood,,"1,292",0,All
Leanna Washington,,,455,All
Total,"1,736","1,292",455,All
,Senator In The General Assembly 4th District - Democrat,,,1
,Brian D Gralnick,Art Haywood,Leanna Washington,1
Brian D Gralnick,97,0,0,1
Art Haywood,,85,0,1
Leanna Washington,,,44,1
Total,97,85,44,1
,Senator In The General Assembly 4th District - Democrat,,,2
,Brian D Gralnick,Art Haywood,Leanna Washington,2
Brian D Gralnick,137,0,0,2
Art Haywood,,121,0,2
Leanna Washington,,,33,2
Total,137,121,33,2
,Senator In The General Assembly 4th District - Democrat,,,3
,Brian D Gralnick,Art Haywood,Leanna Washington,3
Brian D Gralnick,170,0,0,3
Art Haywood,,73,0,3
Leanna Washington,,,44,3
Total,170,73,44,3
,Senator In The General Assembly 4th District - Democrat,,,4
,Brian D Gralnick,Art Haywood,Leanna Washington,4
Brian D Gralnick,86,0,0,4
Art Haywood,,53,0,4
Leanna Washington,,,25,4
Total,86,53,25,4
,Senator In The General Assembly 4th District - Democrat,,,5
,Brian D Gralnick,Art Haywood,Leanna Washington,5
Brian D Gralnick,85,0,0,5
Art Haywood,,73,0,5
Leanna Washington,,,19,5
Total,85,73,19,5
,Senator In The General Assembly 4th District - Democrat,,,6
,Brian D Gralnick,Art Haywood,Leanna Washington,6
Brian D Gralnick,101,0,0,6
Art Haywood,,51,0,6
Leanna Washington,,,15,6
Total,101,51,15,6
,Senator In The General Assembly 4th District - Democrat,,,7
,Brian D Gralnick,Art Haywood,Leanna Washington,7
Brian D Gralnick,95,0,0,7
Art Haywood,,55,0,7
Leanna Washington,,,12,7
Total,95,55,12,7
,Senator In The General Assembly 4th District - Democrat,,,8
,Brian D Gralnick,Art Haywood,Leanna Washington,8
Brian D Gralnick,55,0,0,8
Art Haywood,,46,0,8
Leanna Washington,,,9,8
Total,55,46,9,8
,Senator In The General Assembly 4th District - Democrat,,,9
,Brian D Gralnick,Art Haywood,Leanna Washington,9
Brian D Gralnick,152,0,0,9
Art Haywood,,76,0,9
Leanna Washington,,,24,9
Total,152,76,24,9
,Senator In The General Assembly 4th District - Democrat,,,10
,Brian D Gralnick,Art Haywood,Leanna Washington,10
Brian D Gralnick,114,0,0,10
Art Haywood,,76,0,10
Leanna Washington,,,20,10
Total,114,76,20,10
,Senator In The General Assembly 4th District - Democrat,,,11
,Brian D Gralnick,Art Haywood,Leanna Washington,11
Brian D Gralnick,125,0,0,11
Art Haywood,,81,0,11
Leanna Washington,,,24,11
Total,125,81,24,11
,Senator In The General Assembly 4th District - Democrat,,,12
,Art Haywood,Brian D Gralnick,Leanna Washington,12
Art Haywood,141,0,0,12
Brian D Gralnick,,89,0,12
Leanna Washington,,,31,12
Total,141,89,31,12
,Senator In The General Assembly 4th District - Democrat,,,13
,Brian D Gralnick,Art Haywood,Leanna Washington,13
Brian D Gralnick,150,0,0,13
Art Haywood,,81,0,13
Leanna Washington,,,19,13
Total,150,81,19,13
,Senator In The General Assembly 4th District - Democrat,,,14
,Art Haywood,Brian D Gralnick,Leanna Washington,14
Art Haywood,92,0,0,14
Brian D Gralnick,,83,0,14
Leanna Washington,,,17,14
Total,92,83,17,14
,Senator In The General Assembly 4th District - Democrat,,,15
,Art Haywood,Brian D Gralnick,Leanna Washington,15
Art Haywood,118,0,0,15
Brian D Gralnick,,103,0,15
Leanna Washington,,,21,15
Total,118,103,21,15
,Senator In The General Assembly 4th District - Democrat,,,16
,Brian D Gralnick,Leanna Washington,Art Haywood,16
Brian D Gralnick,48,0,0,16
Leanna Washington,,43,0,16
Art Haywood,,,31,16
Total,48,43,31,16
,Senator In The General Assembly 4th District - Democrat,,,17
,Leanna Washington,Brian D Gralnick,Art Haywood,17
Leanna Washington,55,0,0,17
Brian D Gralnick,,46,0,17
Art Haywood,,,39,17
Total,55,46,39,17
