col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Willie Jordan,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,All
Vanessa L Brown,"1,398",0,0,"1,701","1,102","1,204","1,007",906,862,All
Wanda Logan,,431,0,"1,041",590,478,500,460,449,All
Isaac N Patterson V,,,171,417,290,227,252,227,219,All
Ken Washington,,,,15,"1,459","1,360","1,379","1,326","1,287",All
Jacque Whaumbush,,,,,11,"1,217","1,270","1,258","1,234",All
Willie Jordan,,,,,,19,"1,296","1,269","1,232",All
Kathryn S Huggins,,,,,,,32,"1,331","1,285",All
Lisa Rhodes,,,,,,,,7,"1,260",All
Monica Maria Djerassi,,,,,,,,,18,All
Total,"4,127","1,865",769,"3,198","2,013","1,951","1,828","1,623","1,586",All
