col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 190th District - Democrat,,,Governor - Democrat,,,,All
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Vanessa L Brown,239,0,0,"2,295","1,564",581,116,All
Wanda Logan,,67,0,"1,228",554,335,90,All
Isaac N Patterson V,,,31,426,222,136,24,All
Tom Wolf,,,,364,0,0,0,All
Allyson Y Schwartz,,,,,246,0,0,All
Robert M Mccord,,,,,,101,0,All
Katie Mcginty,,,,,,,42,All
Total,"4,795","2,274",839,"4,313","2,586","1,153",272,All
