col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Larry King,Jacqulyne Scott,All
Brendan F Boyle,"3,532",0,0,0,"3,769","3,105","2,567","2,437","2,100",83,77,All
Marjorie Margolies,,"1,049",0,0,772,635,691,660,592,17,10,All
Val Arkoosh,,,313,0,352,275,245,214,225,9,14,All
Daylin Leach,,,,226,257,226,249,263,211,4,4,All
Kathy Enggasser,,,,,62,"2,687","2,664","2,544","2,524",95,85,All
Louis Farinella,,,,,,35,"2,395","2,430","2,423",96,76,All
Barbara A Deeley,,,,,,,14,"2,495","2,541",97,76,All
Patrick Parkinson,,,,,,,,14,"2,357",97,79,All
Mary Ann Quartullo,,,,,,,,,9,93,74,All
Larry King,,,,,,,,,,0,14,All
Jacqulyne Scott,,,,,,,,,,,1,All
Total,"9,787","2,434",872,700,"5,239","4,299","3,785","3,606","3,155",113,107,All
