col_1,col_2,division
,Senator In The General Assembly 2nd District - Republican,All
,John Jenkins,All
John Jenkins,391,All
Total,391,All
,Senator In The General Assembly 2nd District - Republican,1
,John Jenkins,1
John Jenkins,20,1
Total,20,1
,Senator In The General Assembly 2nd District - Republican,2
,John Jenkins,2
John Jenkins,34,2
Total,34,2
,Senator In The General Assembly 2nd District - Republican,3
,John Jenkins,3
John Jenkins,13,3
Total,13,3
,Senator In The General Assembly 2nd District - Republican,4
,John Jenkins,4
John Jenkins,19,4
Total,19,4
,Senator In The General Assembly 2nd District - Republican,5
,John Jenkins,5
John Jenkins,22,5
Total,22,5
,Senator In The General Assembly 2nd District - Republican,6
,John Jenkins,6
John Jenkins,31,6
Total,31,6
,Senator In The General Assembly 2nd District - Republican,8
,John Jenkins,8
John Jenkins,22,8
Total,22,8
,Senator In The General Assembly 2nd District - Republican,9
,John Jenkins,9
John Jenkins,19,9
Total,19,9
,Senator In The General Assembly 2nd District - Republican,10
,John Jenkins,10
John Jenkins,20,10
Total,20,10
,Senator In The General Assembly 2nd District - Republican,11
,John Jenkins,11
John Jenkins,46,11
Total,46,11
,Senator In The General Assembly 2nd District - Republican,12
,John Jenkins,12
John Jenkins,9,12
Total,9,12
,Senator In The General Assembly 2nd District - Republican,13
,John Jenkins,13
John Jenkins,42,13
Total,42,13
,Senator In The General Assembly 2nd District - Republican,14
,John Jenkins,14
John Jenkins,25,14
Total,25,14
,Senator In The General Assembly 2nd District - Republican,16
,John Jenkins,16
John Jenkins,18,16
Total,18,16
,Senator In The General Assembly 2nd District - Republican,17
,John Jenkins,17
John Jenkins,14,17
Total,14,17
,Senator In The General Assembly 2nd District - Republican,18
,John Jenkins,18
John Jenkins,37,18
Total,37,18
