col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 13th District - Democrat,,,,Senator In The General Assembly 2nd District - Democrat,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,Christine M Tartaglione,Danny Savage,Tomas Sanchez,All
Brendan F Boyle,495,0,0,0,"2,887","2,415","1,046",All
Marjorie Margolies,,174,0,0,930,385,267,All
Val Arkoosh,,,50,0,339,209,324,All
Daylin Leach,,,,40,208,155,97,All
Christine M Tartaglione,,,,,334,0,0,All
Danny Savage,,,,,,179,0,All
Tomas Sanchez,,,,,,,147,All
Total,"6,843","1,756",922,500,"4,698","3,343","1,881",All
