col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,All
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,Domenick demuro,Michelle L Rumbaugh,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Darrell L Clarke,0,131,120,90,94,87,79,79,54,131,75,42,5,All
Matthew D Myers,,0,104,72,75,72,71,62,46,85,50,20,2,All
Micah Mahjoubian,,,0,65,67,67,67,58,41,83,41,14,4,All
Marylouise Isaacson,,,,0,82,74,63,71,45,46,47,12,4,All
Nekisha Fulton,,,,,0,73,60,71,45,51,43,11,2,All
Albert C Littlepage,,,,,,0,67,65,46,45,40,10,5,All
Domenick demuro,,,,,,,0,51,32,40,39,10,6,All
Michelle L Rumbaugh,,,,,,,,0,42,35,37,11,2,All
Thomas J Rumbaugh,,,,,,,,,0,25,24,7,0,All
Tom Wolf,,,,,,,,,,63,0,0,0,All
Allyson Y Schwartz,,,,,,,,,,,55,0,0,All
Robert M Mccord,,,,,,,,,,,,10,0,All
Katie Mcginty,,,,,,,,,,,,,3,All
Total,254,158,143,109,107,100,95,85,56,229,160,62,12,All
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,30
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Albert C Littlepage,Nekisha Fulton,Marylouise Isaacson,Michelle L Rumbaugh,Domenick demuro,Thomas J Rumbaugh,30
Tom Wolf,22,0,0,0,21,12,12,7,6,5,5,6,3,30
Allyson Y Schwartz,,9,0,0,9,6,4,7,7,7,5,4,7,30
Robert M Mccord,,,3,0,9,4,3,2,3,2,3,2,1,30
Katie Mcginty,,,,0,0,0,0,0,0,0,0,0,0,30
Darrell L Clarke,,,,,0,18,16,15,15,13,12,12,11,30
Matthew D Myers,,,,,,0,15,11,11,11,10,9,8,30
Micah Mahjoubian,,,,,,,0,10,11,11,10,9,8,30
Albert C Littlepage,,,,,,,,0,11,12,10,10,9,30
Nekisha Fulton,,,,,,,,,0,12,11,10,9,30
Marylouise Isaacson,,,,,,,,,,0,11,10,9,30
Michelle L Rumbaugh,,,,,,,,,,,0,8,8,30
Domenick demuro,,,,,,,,,,,,0,6,30
Thomas J Rumbaugh,,,,,,,,,,,,,0,30
Total,49,22,13,0,39,22,19,16,16,14,13,12,11,30
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,38
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Michelle L Rumbaugh,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,38
Darrell L Clarke,0,43,43,35,32,26,30,29,24,45,28,15,0,38
Matthew D Myers,,0,39,27,29,27,27,22,22,27,20,6,0,38
Micah Mahjoubian,,,0,26,25,23,27,22,21,31,15,6,0,38
Marylouise Isaacson,,,,0,30,25,29,26,20,16,22,6,1,38
Nekisha Fulton,,,,,0,24,26,24,19,17,20,3,0,38
Domenick demuro,,,,,,0,28,20,17,10,21,5,3,38
Albert C Littlepage,,,,,,,0,23,20,14,16,4,2,38
Michelle L Rumbaugh,,,,,,,,0,18,12,15,4,0,38
Thomas J Rumbaugh,,,,,,,,,0,12,9,4,0,38
Tom Wolf,,,,,,,,,,27,0,0,0,38
Allyson Y Schwartz,,,,,,,,,,,36,0,0,38
Robert M Mccord,,,,,,,,,,,,4,0,38
Katie Mcginty,,,,,,,,,,,,,2,38
Total,89,54,53,45,40,39,36,31,25,84,79,24,5,38
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,40
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Nekisha Fulton,Marylouise Isaacson,Albert C Littlepage,Domenick demuro,Michelle L Rumbaugh,Thomas J Rumbaugh,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,40
Darrell L Clarke,0,70,61,47,42,42,41,38,19,65,38,18,5,40
Matthew D Myers,,0,50,35,34,34,35,30,16,46,24,10,2,40
Micah Mahjoubian,,,0,31,28,30,35,26,12,40,22,5,4,40
Nekisha Fulton,,,,0,40,36,26,36,17,28,16,5,2,40
Marylouise Isaacson,,,,,0,33,28,34,16,25,18,4,3,40
Albert C Littlepage,,,,,,0,29,32,17,24,17,4,3,40
Domenick demuro,,,,,,,0,23,9,24,14,3,3,40
Michelle L Rumbaugh,,,,,,,,0,16,18,17,4,2,40
Thomas J Rumbaugh,,,,,,,,,0,10,8,2,0,40
Tom Wolf,,,,,,,,,,14,0,0,0,40
Allyson Y Schwartz,,,,,,,,,,,10,0,0,40
Robert M Mccord,,,,,,,,,,,,3,0,40
Katie Mcginty,,,,,,,,,,,,,1,40
Total,126,82,71,51,50,48,44,41,20,96,59,25,7,40
