col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,Wanda Logan,Vanessa L Brown,Isaac N Patterson V,All
Ken Washington,1,118,118,122,116,117,117,112,17,All
Jacque Whaumbush,,0,108,106,108,99,79,66,8,All
Kathryn S Huggins,,,1,115,114,108,75,56,9,All
Lisa Rhodes,,,,0,113,110,75,58,6,All
Monica Maria Djerassi,,,,,2,109,74,49,9,All
Willie Jordan,,,,,,0,74,51,7,All
Wanda Logan,,,,,,,73,0,0,All
Vanessa L Brown,,,,,,,,63,0,All
Isaac N Patterson V,,,,,,,,,10,All
Total,251,156,144,144,139,137,242,211,35,All
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,4
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Monica Maria Djerassi,Kathryn S Huggins,Lisa Rhodes,Willie Jordan,4
Vanessa L Brown,25,0,0,27,16,10,9,10,8,4
Wanda Logan,,9,0,16,8,6,7,6,8,4
Isaac N Patterson V,,,1,4,2,2,1,1,1,4
Ken Washington,,,,1,19,15,13,14,14,4
Jacque Whaumbush,,,,,0,15,12,14,13,4
Monica Maria Djerassi,,,,,,1,14,14,13,4
Kathryn S Huggins,,,,,,,1,13,12,4
Lisa Rhodes,,,,,,,,0,13,4
Willie Jordan,,,,,,,,,0,4
Total,61,31,5,48,26,19,18,17,17,4
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,8
,Wanda Logan,Vanessa L Brown,Isaac N Patterson V,Ken Washington,Kathryn S Huggins,Lisa Rhodes,Jacque Whaumbush,Monica Maria Djerassi,Willie Jordan,8
Wanda Logan,12,0,0,18,14,13,12,10,11,8
Vanessa L Brown,,7,0,10,7,5,5,5,4,8
Isaac N Patterson V,,,0,1,1,0,0,0,0,8
Ken Washington,,,,0,15,15,14,13,12,8
Kathryn S Huggins,,,,,0,17,15,14,13,8
Lisa Rhodes,,,,,,0,15,13,12,8
Jacque Whaumbush,,,,,,,0,13,12,8
Monica Maria Djerassi,,,,,,,,0,12,8
Willie Jordan,,,,,,,,,0,8
Total,37,22,2,29,22,18,17,15,15,8
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Representative In The General Assembly 190th District - Democrat,,,9
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,Wanda Logan,Vanessa L Brown,Isaac N Patterson V,9
Ken Washington,0,44,48,48,46,48,38,45,6,9
Jacque Whaumbush,,0,42,43,41,39,24,29,3,9
Kathryn S Huggins,,,0,46,45,45,24,28,4,9
Lisa Rhodes,,,,0,45,44,22,30,2,9
Monica Maria Djerassi,,,,,0,44,25,24,4,9
Willie Jordan,,,,,,0,22,27,3,9
Wanda Logan,,,,,,,28,0,0,9
Vanessa L Brown,,,,,,,,17,0,9
Isaac N Patterson V,,,,,,,,,5,9
Total,89,56,56,54,53,52,83,74,15,9
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,12
,Wanda Logan,Vanessa L Brown,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,Kathryn S Huggins,Willie Jordan,12
Wanda Logan,14,0,0,27,21,18,19,17,15,12
Vanessa L Brown,,10,0,9,7,5,4,5,6,12
Isaac N Patterson V,,,1,2,1,1,1,1,2,12
Ken Washington,,,,0,20,21,20,20,18,12
Jacque Whaumbush,,,,,0,17,20,20,18,12
Lisa Rhodes,,,,,,0,19,18,16,12
Monica Maria Djerassi,,,,,,,0,20,18,12
Kathryn S Huggins,,,,,,,,0,19,12
Willie Jordan,,,,,,,,,0,12
Total,52,25,4,38,29,24,24,23,23,12
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Representative In The General Assembly 190th District - Democrat,,,13
,Ken Washington,Lisa Rhodes,Willie Jordan,Jacque Whaumbush,Monica Maria Djerassi,Kathryn S Huggins,Wanda Logan,Vanessa L Brown,Isaac N Patterson V,13
Ken Washington,0,24,25,21,22,22,18,21,4,13
Lisa Rhodes,,0,25,17,22,21,16,8,2,13
Willie Jordan,,,0,17,22,19,18,6,1,13
Jacque Whaumbush,,,,0,19,19,14,9,2,13
Monica Maria Djerassi,,,,,1,21,14,6,2,13
Kathryn S Huggins,,,,,,0,13,7,2,13
Wanda Logan,,,,,,,10,0,0,13
Vanessa L Brown,,,,,,,,4,0,13
Isaac N Patterson V,,,,,,,,,3,13
Total,47,31,30,28,28,25,39,29,9,13
