col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Brian Sims,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Domenick demuro,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,All
Brian Sims,343,853,714,710,680,566,534,542,453,388,All
Darrell L Clarke,,37,568,537,504,421,427,408,375,309,All
Matthew D Myers,,,15,543,482,418,467,399,398,334,All
Micah Mahjoubian,,,,6,481,401,419,400,363,304,All
Marylouise Isaacson,,,,,14,537,441,498,438,363,All
Michelle L Rumbaugh,,,,,,2,385,444,376,331,All
Domenick demuro,,,,,,,12,366,384,303,All
Nekisha Fulton,,,,,,,,2,371,298,All
Albert C Littlepage,,,,,,,,,4,299,All
Thomas J Rumbaugh,,,,,,,,,,2,All
Total,"1,621",935,770,750,745,614,584,569,481,418,All
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Brian Sims,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Marylouise Isaacson,Nekisha Fulton,Michelle L Rumbaugh,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,2
Brian Sims,2,35,34,29,29,24,22,15,14,12,2
Darrell L Clarke,,1,26,24,20,18,17,12,12,10,2
Micah Mahjoubian,,,1,23,20,19,17,14,13,11,2
Matthew D Myers,,,,1,19,17,17,14,14,13,2
Marylouise Isaacson,,,,,0,23,21,14,13,13,2
Nekisha Fulton,,,,,,0,20,12,12,12,2
Michelle L Rumbaugh,,,,,,,0,13,14,13,2
Domenick demuro,,,,,,,,0,10,9,2
Albert C Littlepage,,,,,,,,,0,9,2
Thomas J Rumbaugh,,,,,,,,,,0,2
Total,55,36,35,32,30,25,24,17,15,15,2
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,3
,Brian Sims,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Marylouise Isaacson,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,3
Brian Sims,6,22,18,16,13,14,9,12,9,9,3
Darrell L Clarke,,0,13,11,10,11,7,10,8,6,3
Matthew D Myers,,,1,11,11,11,7,10,9,7,3
Micah Mahjoubian,,,,1,11,10,7,10,8,6,3
Michelle L Rumbaugh,,,,,0,10,8,11,10,7,3
Domenick demuro,,,,,,0,6,10,6,7,3
Marylouise Isaacson,,,,,,,1,7,5,5,3
Nekisha Fulton,,,,,,,,0,7,8,3
Thomas J Rumbaugh,,,,,,,,,0,4,3
Albert C Littlepage,,,,,,,,,,0,3
Total,40,24,19,17,16,15,12,12,11,9,3
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,4
,Brian Sims,Domenick demuro,Darrell L Clarke,Micah Mahjoubian,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,4
Brian Sims,13,24,25,24,21,20,20,16,17,16,4
Domenick demuro,,1,18,17,18,19,16,11,14,13,4
Darrell L Clarke,,,0,20,17,18,15,12,14,15,4
Micah Mahjoubian,,,,0,15,19,12,11,11,11,4
Marylouise Isaacson,,,,,0,15,17,13,16,15,4
Matthew D Myers,,,,,,0,13,11,11,12,4
Michelle L Rumbaugh,,,,,,,0,11,14,14,4
Nekisha Fulton,,,,,,,,1,10,11,4
Thomas J Rumbaugh,,,,,,,,,0,15,4
Albert C Littlepage,,,,,,,,,,0,4
Total,53,28,27,26,24,23,22,18,18,17,4
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,5
,Brian Sims,Matthew D Myers,Marylouise Isaacson,Domenick demuro,Darrell L Clarke,Micah Mahjoubian,Michelle L Rumbaugh,Albert C Littlepage,Nekisha Fulton,Thomas J Rumbaugh,5
Brian Sims,9,35,34,32,35,34,29,24,23,18,5
Matthew D Myers,,1,25,25,23,23,19,19,17,13,5
Marylouise Isaacson,,,0,31,26,29,27,25,23,16,5
Domenick demuro,,,,1,28,26,25,26,20,16,5
Darrell L Clarke,,,,,0,24,22,21,17,12,5
Micah Mahjoubian,,,,,,0,22,22,22,15,5
Michelle L Rumbaugh,,,,,,,0,20,21,15,5
Albert C Littlepage,,,,,,,,1,17,14,5
Nekisha Fulton,,,,,,,,,0,14,5
Thomas J Rumbaugh,,,,,,,,,,1,5
Total,67,38,37,36,35,35,30,27,24,20,5
,Representative In The General Assembly 182nd District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,6
