col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 186th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Jordan A Harris,Darrell L Clarke,Albert C Littlepage,Nekisha Fulton,Matthew D Myers,Marylouise Isaacson,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Thomas J Rumbaugh,All
Jordan A Harris,6,33,27,25,24,22,22,16,14,10,All
Darrell L Clarke,,1,14,13,17,13,17,11,10,5,All
Albert C Littlepage,,,1,23,15,18,15,13,11,8,All
Nekisha Fulton,,,,0,13,18,15,14,11,8,All
Matthew D Myers,,,,,0,14,20,13,11,7,All
Marylouise Isaacson,,,,,,0,15,15,12,8,All
Micah Mahjoubian,,,,,,,0,15,12,8,All
Michelle L Rumbaugh,,,,,,,,0,11,7,All
Domenick demuro,,,,,,,,,0,8,All
Thomas J Rumbaugh,,,,,,,,,,0,All
Total,60,34,29,26,24,22,22,16,14,10,All
,Representative In The General Assembly 186th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,5
,Jordan A Harris,Darrell L Clarke,Matthew D Myers,Albert C Littlepage,Marylouise Isaacson,Micah Mahjoubian,Domenick demuro,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,5
Jordan A Harris,1,4,4,3,2,2,1,1,0,0,5
Darrell L Clarke,,0,2,2,2,1,1,1,0,0,5
Matthew D Myers,,,0,1,1,2,0,0,0,0,5
Albert C Littlepage,,,,0,2,0,0,1,0,0,5
Marylouise Isaacson,,,,,0,0,0,1,0,0,5
Micah Mahjoubian,,,,,,0,0,0,0,0,5
Domenick demuro,,,,,,,0,0,0,0,5
Nekisha Fulton,,,,,,,,0,0,0,5
Michelle L Rumbaugh,,,,,,,,,0,0,5
Thomas J Rumbaugh,,,,,,,,,,0,5
Total,8,4,4,3,2,2,1,1,0,0,5
,Representative In The General Assembly 186th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,18
,Jordan A Harris,Darrell L Clarke,Albert C Littlepage,Nekisha Fulton,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Michelle L Rumbaugh,Domenick demuro,Thomas J Rumbaugh,18
Jordan A Harris,5,29,24,24,20,20,20,16,13,10,18
Darrell L Clarke,,1,12,12,11,15,16,11,9,5,18
Albert C Littlepage,,,1,22,16,14,15,13,11,8,18
Nekisha Fulton,,,,0,17,13,15,14,11,8,18
Marylouise Isaacson,,,,,0,13,15,15,12,8,18
Matthew D Myers,,,,,,0,18,13,11,7,18
Micah Mahjoubian,,,,,,,0,15,12,8,18
Michelle L Rumbaugh,,,,,,,,0,11,7,18
Domenick demuro,,,,,,,,,0,8,18
Thomas J Rumbaugh,,,,,,,,,,0,18
Total,52,30,26,25,20,20,20,16,13,10,18
