col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,All
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Jalila D Parker,2,376,420,235,165,153,154,129,282,261,96,12,All
Cindy Bass,,6,322,214,170,165,164,127,220,319,72,25,All
Nedia S Ralston,,,0,200,123,130,116,100,186,227,73,11,All
Sherrie Cohen,,,,1,135,136,133,120,198,108,69,16,All
Janet Thompson,,,,,0,100,125,83,97,79,33,10,All
Ron Couser,,,,,,0,119,92,85,76,44,8,All
Bill Durham,,,,,,,0,58,90,66,41,9,All
M Karen Bojar,,,,,,,,0,57,62,37,13,All
Tom Wolf,,,,,,,,,128,0,0,0,All
Allyson Y Schwartz,,,,,,,,,,59,0,0,All
Robert M Mccord,,,,,,,,,,,31,0,All
Katie Mcginty,,,,,,,,,,,,11,All
Total,667,647,511,393,221,213,208,170,609,480,189,44,All
,Governor - Democrat,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,1
Tom Wolf,17,0,0,0,27,36,27,21,12,11,10,7,1
Allyson Y Schwartz,,15,0,0,24,18,17,7,5,4,4,7,1
Robert M Mccord,,,2,0,7,6,7,7,5,3,2,2,1
Katie Mcginty,,,,0,4,2,3,0,1,1,0,0,1
Cindy Bass,,,,,0,34,32,23,20,16,14,13,1
Jalila D Parker,,,,,,0,42,25,19,13,13,10,1
Nedia S Ralston,,,,,,,0,20,15,10,7,6,1
Sherrie Cohen,,,,,,,,0,17,14,13,13,1
Ron Couser,,,,,,,,,0,13,11,7,1
M Karen Bojar,,,,,,,,,,0,7,6,1
Bill Durham,,,,,,,,,,,0,10,1
Janet Thompson,,,,,,,,,,,,0,1
Total,72,47,13,5,62,62,54,35,23,19,16,16,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,2
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Jalila D Parker,1,28,42,13,12,11,11,5,35,30,2,0,2
Cindy Bass,,1,27,9,15,12,15,5,23,25,3,2,2
Nedia S Ralston,,,0,11,12,9,9,4,22,22,3,0,2
Sherrie Cohen,,,,0,6,5,6,4,20,7,1,1,2
Janet Thompson,,,,,0,11,10,2,11,5,1,0,2
Bill Durham,,,,,,0,11,1,7,8,0,0,2
Ron Couser,,,,,,,0,4,8,7,0,0,2
M Karen Bojar,,,,,,,,0,3,2,0,1,2
Tom Wolf,,,,,,,,,8,0,0,0,2
Allyson Y Schwartz,,,,,,,,,,4,0,0,2
Robert M Mccord,,,,,,,,,,,0,0,2
Katie Mcginty,,,,,,,,,,,,1,2
Total,72,55,51,29,18,16,15,6,66,49,6,4,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,3
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Bill Durham,Ron Couser,M Karen Bojar,Janet Thompson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Jalila D Parker,1,25,26,12,8,6,5,5,21,17,3,1,3
Cindy Bass,,1,20,13,10,8,7,5,16,21,2,0,3
Nedia S Ralston,,,0,10,6,6,3,2,10,15,4,0,3
Sherrie Cohen,,,,0,8,7,5,3,13,5,2,1,3
Bill Durham,,,,,0,7,4,3,9,4,0,1,3
Ron Couser,,,,,,0,4,1,6,4,1,1,3
M Karen Bojar,,,,,,,0,2,4,4,1,0,3
Janet Thompson,,,,,,,,0,4,2,0,0,3
Tom Wolf,,,,,,,,,7,0,0,0,3
Allyson Y Schwartz,,,,,,,,,,1,0,0,3
Robert M Mccord,,,,,,,,,,,1,0,3
Katie Mcginty,,,,,,,,,,,,0,3
Total,44,41,31,21,14,12,9,6,37,28,9,2,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,4
,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,M Karen Bojar,Ron Couser,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Jalila D Parker,0,16,19,14,7,5,6,2,19,12,4,1,4
Cindy Bass,,0,13,10,6,7,4,2,10,11,1,0,4
Nedia S Ralston,,,0,14,5,5,3,2,10,10,0,0,4
Sherrie Cohen,,,,0,5,7,4,2,10,8,2,0,4
Janet Thompson,,,,,0,4,3,0,6,1,0,1,4
Bill Durham,,,,,,0,2,1,3,4,0,0,4
M Karen Bojar,,,,,,,0,1,3,2,0,1,4
Ron Couser,,,,,,,,0,0,2,0,0,4
Tom Wolf,,,,,,,,,10,0,0,0,4
Allyson Y Schwartz,,,,,,,,,,4,0,0,4
Robert M Mccord,,,,,,,,,,,2,0,4
Katie Mcginty,,,,,,,,,,,,0,4
Total,36,22,20,20,8,7,6,2,33,20,8,1,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,5
,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Bill Durham,Janet Thompson,Ron Couser,M Karen Bojar,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,5
Cindy Bass,1,66,52,46,51,42,42,23,29,45,18,4,5
Jalila D Parker,,0,63,44,44,44,41,25,32,35,22,4,5
Nedia S Ralston,,,0,37,33,33,35,19,25,30,16,2,5
Sherrie Cohen,,,,0,31,30,33,22,17,26,15,3,5
Bill Durham,,,,,0,36,33,10,21,23,8,2,5
Janet Thompson,,,,,,0,29,18,17,24,9,3,5
Ron Couser,,,,,,,0,18,18,18,11,2,5
M Karen Bojar,,,,,,,,0,5,11,9,3,5
Tom Wolf,,,,,,,,,17,0,0,0,5
Allyson Y Schwartz,,,,,,,,,,6,0,0,5
Robert M Mccord,,,,,,,,,,,8,0,5
Katie Mcginty,,,,,,,,,,,,0,5
Total,98,94,73,62,55,54,49,29,67,61,38,4,5
,Governor - Democrat,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Bill Durham,M Karen Bojar,Janet Thompson,Ron Couser,6
Tom Wolf,10,0,0,0,16,16,15,6,6,5,7,3,6
Allyson Y Schwartz,,2,0,0,15,14,6,10,3,4,3,3,6
Robert M Mccord,,,2,0,4,4,3,3,4,3,2,2,6
Katie Mcginty,,,,3,2,1,1,0,1,2,1,1,6
Cindy Bass,,,,,0,18,12,9,12,9,10,7,6
