col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 185th District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,Maria P Donatucci,Kevin C Hannah,Rasheen Crews,Alishea Jackson,James Tyson,Vernon D Brown,All
Maria P Donatucci,19,45,38,34,17,17,All
Kevin C Hannah,,0,28,27,17,15,All
Rasheen Crews,,,2,26,17,15,All
Alishea Jackson,,,,4,15,15,All
James Tyson,,,,,1,15,All
Vernon D Brown,,,,,,0,All
Total,86,47,42,40,19,18,All
,Representative In The General Assembly 185th District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,3
,Maria P Donatucci,Kevin C Hannah,Rasheen Crews,Alishea Jackson,James Tyson,Vernon D Brown,3
Maria P Donatucci,19,45,38,34,17,17,3
Kevin C Hannah,,0,28,27,17,15,3
Rasheen Crews,,,2,26,17,15,3
Alishea Jackson,,,,4,15,15,3
James Tyson,,,,,1,15,3
Vernon D Brown,,,,,,0,3
Total,86,47,42,40,19,18,3
