col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,1
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,Albert C Littlepage,Domenick demuro,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Darrell L Clarke,0,72,67,60,55,49,47,34,26,37,30,32,2,1
Matthew D Myers,,1,68,66,59,55,51,36,28,36,29,28,2,1
Micah Mahjoubian,,,0,63,54,52,46,31,23,32,28,26,1,1
Marylouise Isaacson,,,,0,63,62,53,37,28,24,37,22,2,1
Nekisha Fulton,,,,,0,57,51,32,26,17,27,21,2,1
Michelle L Rumbaugh,,,,,,0,48,27,22,18,30,16,2,1
Thomas J Rumbaugh,,,,,,,0,26,19,15,21,18,1,1
Albert C Littlepage,,,,,,,,0,23,18,11,11,0,1
Domenick demuro,,,,,,,,,0,15,9,8,0,1
Tom Wolf,,,,,,,,,,25,0,0,0,1
Allyson Y Schwartz,,,,,,,,,,,14,0,0,1
Robert M Mccord,,,,,,,,,,,,13,0,1
Katie Mcginty,,,,,,,,,,,,,6,1
Total,102,97,87,86,68,66,55,41,32,84,65,54,10,1
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,2
,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,Domenick demuro,Tom Wolf,Robert M Mccord,Allyson Y Schwartz,Katie Mcginty,2
Darrell L Clarke,0,56,55,52,49,46,41,26,23,38,30,20,1,2
Micah Mahjoubian,,0,53,48,44,41,38,23,23,33,23,13,0,2
Matthew D Myers,,,0,51,45,41,37,24,22,24,24,16,1,2
Marylouise Isaacson,,,,0,50,45,41,27,24,21,19,16,3,2
Michelle L Rumbaugh,,,,,0,44,39,22,18,17,19,15,1,2
Nekisha Fulton,,,,,,0,35,20,18,13,19,14,1,2
Thomas J Rumbaugh,,,,,,,0,15,13,14,16,12,1,2
Albert C Littlepage,,,,,,,,0,21,17,3,10,1,2
Domenick demuro,,,,,,,,,0,16,4,7,1,2
Tom Wolf,,,,,,,,,,8,0,0,0,2
Robert M Mccord,,,,,,,,,,,7,0,0,2
Allyson Y Schwartz,,,,,,,,,,,,10,0,2
Katie Mcginty,,,,,,,,,,,,,0,2
Total,90,70,66,59,53,48,44,31,28,62,40,38,3,2
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,Governor - Democrat,,,,3
,Marylouise Isaacson,Darrell L Clarke,Micah Mahjoubian,Matthew D Myers,Nekisha Fulton,Michelle L Rumbaugh,Thomas J Rumbaugh,Domenick demuro,Albert C Littlepage,Robert M Mccord,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,3
Marylouise Isaacson,0,30,35,34,33,30,28,11,12,20,13,6,2,3
Darrell L Clarke,,0,30,30,26,26,25,9,9,22,11,7,0,3
Micah Mahjoubian,,,0,34,30,27,27,10,11,20,11,7,1,3
Matthew D Myers,,,,0,30,27,28,11,11,19,10,6,3,3
Nekisha Fulton,,,,,0,28,27,9,10,17,11,5,1,3
Michelle L Rumbaugh,,,,,,0,24,11,10,17,10,4,2,3
Thomas J Rumbaugh,,,,,,,0,7,8,16,8,5,0,3
Domenick demuro,,,,,,,,0,10,6,5,0,2,3
Albert C Littlepage,,,,,,,,,0,4,7,0,1,3
Robert M Mccord,,,,,,,,,,7,0,0,0,3
Tom Wolf,,,,,,,,,,,6,0,0,3
Allyson Y Schwartz,,,,,,,,,,,,2,0,3
Katie Mcginty,,,,,,,,,,,,,0,3
Total,41,40,39,38,34,33,29,13,12,32,21,13,4,3
