col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Chaka Fattah,250,880,606,533,525,472,401,386,341,315,298,5,All
Latrice Y Bryant,,50,502,474,453,378,350,341,292,269,255,2,All
Gwen Collins,,,12,487,475,340,307,357,299,282,267,2,All
Barbara Carroll,,,,1,475,311,291,331,282,263,264,2,All
Elaine Tomlin,,,,,0,311,290,324,276,258,252,2,All
David Rodriguez,,,,,,11,344,316,301,270,240,3,All
Edward M Lloyd Jr,,,,,,,6,285,263,246,214,1,All
Karen Voss,,,,,,,,1,289,269,257,1,All
Humberto Perez,,,,,,,,,2,257,209,1,All
Louis Agre,,,,,,,,,,5,199,1,All
Ruth I Birchett,,,,,,,,,,,3,1,All
Dawn Thomas,,,,,,,,,,,,0,All
Total,"1,398",968,656,577,564,506,430,417,370,342,321,5,All
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,8
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,Elaine Tomlin,Edward M Lloyd Jr,David Rodriguez,Karen Voss,Barbara Carroll,Louis Agre,Humberto Perez,Ruth I Birchett,Dawn Thomas,8
Chaka Fattah,12,101,54,49,37,37,34,31,30,27,27,1,8
Latrice Y Bryant,,6,47,42,35,34,32,31,25,25,25,0,8
Gwen Collins,,,0,40,30,29,33,29,23,26,24,0,8
Elaine Tomlin,,,,0,29,27,29,30,23,25,22,0,8
Edward M Lloyd Jr,,,,,0,27,28,20,21,24,19,0,8
David Rodriguez,,,,,,0,28,21,22,25,22,0,8
Karen Voss,,,,,,,0,24,25,28,23,0,8
Barbara Carroll,,,,,,,,0,16,19,18,0,8
Louis Agre,,,,,,,,,0,22,16,0,8
Humberto Perez,,,,,,,,,,0,19,0,8
Ruth I Birchett,,,,,,,,,,,0,0,8
Dawn Thomas,,,,,,,,,,,,0,8
Total,131,110,56,51,39,38,36,33,31,29,28,1,8
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,11
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Elaine Tomlin,David Rodriguez,Edward M Lloyd Jr,Karen Voss,Humberto Perez,Ruth I Birchett,Louis Agre,Dawn Thomas,11
Chaka Fattah,16,86,63,60,55,44,33,30,27,29,21,1,11
Latrice Y Bryant,,2,55,54,53,38,30,32,26,28,20,1,11
Gwen Collins,,,2,55,53,28,21,30,24,24,20,1,11
Barbara Carroll,,,,0,55,31,23,28,25,26,19,1,11
Elaine Tomlin,,,,,0,28,22,28,23,25,17,1,11
David Rodriguez,,,,,,0,29,26,29,27,21,1,11
Edward M Lloyd Jr,,,,,,,0,20,21,18,14,0,11
Karen Voss,,,,,,,,0,24,25,19,1,11
Humberto Perez,,,,,,,,,0,25,18,0,11
Ruth I Birchett,,,,,,,,,,0,16,1,11
Louis Agre,,,,,,,,,,,0,1,11
Dawn Thomas,,,,,,,,,,,,0,11
Total,122,92,71,64,61,47,36,34,31,31,24,1,11
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,14
,Chaka Fattah,Latrice Y Bryant,David Rodriguez,Gwen Collins,Edward M Lloyd Jr,Barbara Carroll,Elaine Tomlin,Humberto Perez,Louis Agre,Karen Voss,Ruth I Birchett,Dawn Thomas,14
Chaka Fattah,16,54,32,29,30,30,26,26,23,22,15,0,14
Latrice Y Bryant,,6,25,25,26,25,23,19,18,20,12,0,14
David Rodriguez,,,0,20,23,21,18,17,16,18,9,0,14
Gwen Collins,,,,4,20,27,23,19,20,20,13,0,14
Edward M Lloyd Jr,,,,,1,19,18,17,18,18,10,0,14
Barbara Carroll,,,,,,0,25,19,19,22,15,0,14
Elaine Tomlin,,,,,,,0,19,19,20,13,0,14
Humberto Perez,,,,,,,,0,17,16,10,0,14
Louis Agre,,,,,,,,,1,17,10,0,14
Karen Voss,,,,,,,,,,0,11,0,14
Ruth I Birchett,,,,,,,,,,,1,0,14
Dawn Thomas,,,,,,,,,,,,0,14
Total,89,60,34,33,32,31,26,26,24,23,16,0,14
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,15
