col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Tom Wolf,"3,836",0,0,0,"3,298","3,396","1,886","1,685",All
Allyson Y Schwartz,,"2,493",0,0,"1,894","1,856","2,046","1,530",All
Robert M Mccord,,,917,0,"1,007",852,535,462,All
Katie Mcginty,,,,396,297,329,344,281,All
James Harrity,,,,,51,"3,258","2,832","2,766",All
Marnie Aument Loughrey,,,,,,59,"2,995","2,686",All
Donna J Derose,,,,,,,19,"2,699",All
Frank T Brzozowski,,,,,,,,27,All
Total,"9,879","6,250","2,567","1,053","6,586","6,532","4,853","4,006",All
