col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Governor - Democrat,,,,Representative In The General Assembly 197th District - Democrat,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,All
Tom Wolf,343,0,0,0,"1,296",416,680,130,All
Allyson Y Schwartz,,114,0,0,404,258,138,113,All
Robert M Mccord,,,76,0,315,268,168,53,All
Katie Mcginty,,,,18,102,95,30,30,All
Leslie Acosta,,,,,735,0,0,0,All
Danilo R Burgos,,,,,,297,0,0,All
Ben Ramos,,,,,,,227,0,All
Jose P Miranda,,,,,,,,38,All
Total,"2,865","1,027",880,275,"2,852","1,334","1,243",364,All
