col_1,col_2,col_3,division
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,All
,Dwight Evans,Chaka Fattah,All
Dwight Evans,480,"3,447",All
Chaka Fattah,,372,All
Total,"3,927","3,819",All
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,1
,Dwight Evans,Chaka Fattah,1
Dwight Evans,22,118,1
Chaka Fattah,,20,1
Total,140,138,1
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,2
,Dwight Evans,Chaka Fattah,2
Dwight Evans,29,116,2
Chaka Fattah,,19,2
Total,145,135,2
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,3
,Dwight Evans,Chaka Fattah,3
Dwight Evans,29,120,3
Chaka Fattah,,18,3
Total,149,138,3
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,4
,Dwight Evans,Chaka Fattah,4
Dwight Evans,21,114,4
Chaka Fattah,,6,4
Total,135,120,4
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,5
,Dwight Evans,Chaka Fattah,5
Dwight Evans,18,110,5
Chaka Fattah,,8,5
Total,128,118,5
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,6
,Chaka Fattah,Dwight Evans,6
Chaka Fattah,14,132,6
Dwight Evans,,11,6
Total,146,143,6
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,7
,Dwight Evans,Chaka Fattah,7
Dwight Evans,21,94,7
Chaka Fattah,,15,7
Total,115,109,7
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,8
,Dwight Evans,Chaka Fattah,8
Dwight Evans,18,110,8
Chaka Fattah,,17,8
Total,128,127,8
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,9
,Dwight Evans,Chaka Fattah,9
Dwight Evans,23,119,9
Chaka Fattah,,9,9
Total,142,128,9
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,10
,Dwight Evans,Chaka Fattah,10
Dwight Evans,15,90,10
Chaka Fattah,,5,10
Total,105,95,10
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,11
,Dwight Evans,Chaka Fattah,11
Dwight Evans,15,69,11
Chaka Fattah,,10,11
Total,84,79,11
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,12
,Dwight Evans,Chaka Fattah,12
Dwight Evans,11,133,12
Chaka Fattah,,9,12
Total,144,142,12
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,13
,Dwight Evans,Chaka Fattah,13
Dwight Evans,14,153,13
Chaka Fattah,,13,13
Total,167,166,13
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,14
,Dwight Evans,Chaka Fattah,14
Dwight Evans,17,146,14
Chaka Fattah,,15,14
Total,163,161,14
,Representative In The General Assembly 203rd District - Democrat,Representative In Congress 2nd District - Democrat,15
,Dwight Evans,Chaka Fattah,15
Dwight Evans,19,106,15
Chaka Fattah,,12,15
Total,125,118,15
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,16
,Chaka Fattah,Dwight Evans,16
Chaka Fattah,14,106,16
Dwight Evans,,13,16
Total,120,119,16
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 203rd District - Democrat,17
