col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,All
Dwight Evans,643,"2,338","2,038","1,557","1,293","1,008",916,629,552,All
Jalila D Parker,,81,"1,722","1,283","1,001",891,790,498,465,All
Nedia S Ralston,,,42,"1,159",882,808,710,401,415,All
Cindy Bass,,,,28,689,848,744,498,452,All
Sherrie Cohen,,,,,47,537,423,386,419,All
Ron Couser,,,,,,4,731,309,343,All
Bill Durham,,,,,,,4,343,208,All
Janet Thompson,,,,,,,,5,262,All
M Karen Bojar,,,,,,,,,1,All
Total,"3,927","2,538","2,185","1,677","1,409","1,069",957,671,581,All
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,1
Dwight Evans,26,78,67,51,43,40,36,18,18,1
Jalila D Parker,,3,56,43,37,35,29,15,17,1
Nedia S Ralston,,,1,34,29,31,29,12,12,1
Cindy Bass,,,,3,21,29,24,14,15,1
Sherrie Cohen,,,,,1,22,18,13,11,1
Ron Couser,,,,,,0,30,12,10,1
Bill Durham,,,,,,,0,8,13,1
M Karen Bojar,,,,,,,,0,7,1
Janet Thompson,,,,,,,,,0,1
Total,140,88,72,58,46,42,37,20,19,1
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Ron Couser,Bill Durham,Sherrie Cohen,M Karen Bojar,Janet Thompson,2
Dwight Evans,25,88,88,59,45,45,32,10,10,2
Jalila D Parker,,3,80,52,41,39,33,9,6,2
Nedia S Ralston,,,1,51,41,39,30,9,7,2
Cindy Bass,,,,3,38,36,16,9,7,2
Ron Couser,,,,,0,44,17,8,6,2
Bill Durham,,,,,,0,14,5,6,2
Sherrie Cohen,,,,,,,3,7,2,2
M Karen Bojar,,,,,,,,0,2,2
Janet Thompson,,,,,,,,,0,2
Total,145,98,96,65,48,47,40,11,10,2
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,3
Dwight Evans,26,104,92,43,41,32,28,24,15,3
Jalila D Parker,,3,91,46,39,33,28,23,15,3
Nedia S Ralston,,,0,38,33,25,21,17,16,3
Cindy Bass,,,,0,24,27,23,19,11,3
Sherrie Cohen,,,,,1,23,11,15,11,3
Ron Couser,,,,,,0,20,14,9,3
Bill Durham,,,,,,,0,14,5,3
Janet Thompson,,,,,,,,0,8,3
M Karen Bojar,,,,,,,,,0,3
Total,149,118,102,48,47,34,30,25,17,3
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,4
Dwight Evans,17,78,53,49,50,31,29,27,24,4
Jalila D Parker,,2,41,32,29,21,21,16,18,4
Nedia S Ralston,,,0,27,24,19,21,16,15,4
Cindy Bass,,,,2,26,25,22,20,17,4
Sherrie Cohen,,,,,1,18,15,18,17,4
Ron Couser,,,,,,0,20,13,15,4
Bill Durham,,,,,,,1,8,15,4
M Karen Bojar,,,,,,,,0,12,4
Janet Thompson,,,,,,,,,0,4
Total,135,81,53,51,51,32,30,27,26,4
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,5
Dwight Evans,28,80,70,51,37,28,30,21,18,5
Jalila D Parker,,1,63,47,34,28,25,18,14,5
Nedia S Ralston,,,0,42,31,28,24,15,16,5
Cindy Bass,,,,0,20,24,23,17,16,5
Sherrie Cohen,,,,,1,15,13,12,14,5
Ron Couser,,,,,,0,24,8,11,5
Bill Durham,,,,,,,0,11,7,5
Janet Thompson,,,,,,,,0,12,5
M Karen Bojar,,,,,,,,,0,5
Total,128,86,74,54,41,32,31,22,21,5
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,6
Dwight Evans,29,82,78,54,47,39,33,24,24,6
Jalila D Parker,,1,64,46,35,33,27,20,17,6
Nedia S Ralston,,,1,46,36,33,25,17,17,6
Cindy Bass,,,,1,25,31,23,19,17,6
Sherrie Cohen,,,,,1,22,14,16,15,6
Ron Couser,,,,,,0,24,14,11,6
Bill Durham,,,,,,,1,7,11,6
M Karen Bojar,,,,,,,,0,15,6
Janet Thompson,,,,,,,,,0,6
Total,143,86,83,60,49,42,34,26,24,6
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,7
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,7
Dwight Evans,18,68,59,47,36,33,18,17,13,7
Jalila D Parker,,5,47,35,29,27,18,14,9,7
Nedia S Ralston,,,2,34,26,27,15,13,8,7
Cindy Bass,,,,0,18,30,19,13,13,7
Sherrie Cohen,,,,,5,17,6,17,8,7
Ron Couser,,,,,,1,17,13,9,7
Bill Durham,,,,,,,0,2,7,7
M Karen Bojar,,,,,,,,0,5,7
Janet Thompson,,,,,,,,,0,7
Total,115,77,63,50,44,35,20,17,15,7
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,8
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,8
Dwight Evans,21,83,72,50,39,35,31,14,6,8
Jalila D Parker,,6,64,47,32,31,27,8,4,8
Nedia S Ralston,,,0,42,26,26,25,7,5,8
Cindy Bass,,,,0,16,27,25,10,3,8
Sherrie Cohen,,,,,2,17,12,9,4,8
Ron Couser,,,,,,0,28,6,4,8
Bill Durham,,,,,,,1,5,3,8
Janet Thompson,,,,,,,,0,2,8
M Karen Bojar,,,,,,,,,0,8
Total,128,93,77,53,43,36,32,14,7,8
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,9
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Cindy Bass,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,9
Dwight Evans,26,91,77,49,39,25,26,22,19,9
Jalila D Parker,,4,68,42,33,26,23,22,15,9
Nedia S Ralston,,,1,33,28,21,18,19,11,9
Sherrie Cohen,,,,2,25,20,20,15,11,9
Cindy Bass,,,,,0,19,20,15,17,9
Ron Couser,,,,,,0,18,17,5,9
M Karen Bojar,,,,,,,0,12,9,9
Bill Durham,,,,,,,,0,6,9
Janet Thompson,,,,,,,,,1,9
Total,142,98,81,53,43,27,26,24,22,9
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,10
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,10
Dwight Evans,13,69,61,33,33,25,22,18,13,10
Jalila D Parker,,3,51,24,26,19,18,16,9,10
Nedia S Ralston,,,0,24,25,17,16,13,11,10
Cindy Bass,,,,1,21,18,16,14,9,10
Sherrie Cohen,,,,,1,15,13,12,11,10
Ron Couser,,,,,,0,17,10,7,10
Bill Durham,,,,,,,0,10,6,10
Janet Thompson,,,,,,,,1,7,10
M Karen Bojar,,,,,,,,,0,10
Total,105,72,61,34,34,25,22,19,13,10
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,11
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Bill Durham,Ron Couser,Janet Thompson,M Karen Bojar,11
Dwight Evans,15,56,36,28,22,16,15,14,7,11
Jalila D Parker,,3,33,26,18,13,13,11,6,11
Nedia S Ralston,,,0,18,16,11,11,6,6,11
Cindy Bass,,,,1,6,9,11,10,5,11
Sherrie Cohen,,,,,0,5,8,6,6,11
Bill Durham,,,,,,0,11,8,3,11
Ron Couser,,,,,,,0,6,5,11
Janet Thompson,,,,,,,,0,3,11
M Karen Bojar,,,,,,,,,0,11
Total,84,61,39,31,23,16,16,14,7,11
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,12
,Dwight Evans,Nedia S Ralston,Jalila D Parker,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,12
Dwight Evans,28,79,76,61,44,38,31,20,19,12
Nedia S Ralston,,2,59,50,31,33,27,16,15,12
Jalila D Parker,,,2,49,34,35,29,19,19,12
Cindy Bass,,,,2,25,31,25,17,16,12
Sherrie Cohen,,,,,2,16,13,12,15,12
Ron Couser,,,,,,0,25,7,9,12
Bill Durham,,,,,,,0,12,5,12
Janet Thompson,,,,,,,,0,7,12
M Karen Bojar,,,,,,,,,0,12
Total,144,83,79,66,48,40,33,23,19,12
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,13
,Dwight Evans,Nedia S Ralston,Jalila D Parker,Cindy Bass,Sherrie Cohen,Ron Couser,Janet Thompson,Bill Durham,M Karen Bojar,13
Dwight Evans,26,89,84,62,58,37,30,25,22,13
Nedia S Ralston,,2,57,40,41,29,20,19,20,13
Jalila D Parker,,,4,47,48,31,24,22,21,13
Cindy Bass,,,,0,33,27,22,21,19,13
Sherrie Cohen,,,,,1,22,23,12,18,13
Ron Couser,,,,,,0,11,19,13,13
Janet Thompson,,,,,,,0,8,13,13
Bill Durham,,,,,,,,0,4,13
M Karen Bojar,,,,,,,,,0,13
Total,167,92,89,64,61,39,32,26,23,13
,Representative In The General Assembly 203rd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,14
,Dwight Evans,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,14
Dwight Evans,26,95,74,67,64,52,47,35,23,14
