col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,All
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Willie Jordan,Lisa Rhodes,Monica Maria Djerassi,All
Vanessa L Brown,194,0,0,168,107,102,97,82,75,All
Wanda Logan,,62,0,147,75,64,59,54,58,All
Isaac N Patterson V,,,4,27,13,9,9,8,7,All
Ken Washington,,,,2,127,121,116,114,118,All
Jacque Whaumbush,,,,,3,111,101,110,108,All
Kathryn S Huggins,,,,,,4,108,113,113,All
Willie Jordan,,,,,,,1,107,105,All
Lisa Rhodes,,,,,,,,0,109,All
Monica Maria Djerassi,,,,,,,,,1,All
Total,472,269,42,346,199,182,167,146,144,All
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,1
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Kathryn S Huggins,Willie Jordan,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,1
Vanessa L Brown,14,0,0,28,15,16,14,10,9,1
Wanda Logan,,8,0,21,10,10,9,10,9,1
Isaac N Patterson V,,,0,0,1,0,1,0,1,1
Ken Washington,,,,1,19,15,13,16,15,1
Kathryn S Huggins,,,,,0,15,12,16,14,1
Willie Jordan,,,,,,0,11,14,14,1
Jacque Whaumbush,,,,,,,0,12,12,1
Lisa Rhodes,,,,,,,,0,14,1
Monica Maria Djerassi,,,,,,,,,0,1
Total,57,43,3,50,26,26,24,20,19,1
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,7
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Kathryn S Huggins,Willie Jordan,Jacque Whaumbush,Lisa Rhodes,Monica Maria Djerassi,7
Vanessa L Brown,44,0,0,36,26,26,23,23,22,7
Wanda Logan,,24,0,31,18,16,16,14,14,7
Isaac N Patterson V,,,1,0,0,1,0,0,0,7
Ken Washington,,,,0,28,30,30,29,31,7
Kathryn S Huggins,,,,,2,27,27,29,29,7
Willie Jordan,,,,,,1,26,27,28,7
Jacque Whaumbush,,,,,,,1,28,28,7
Lisa Rhodes,,,,,,,,0,29,7
Monica Maria Djerassi,,,,,,,,,0,7
Total,106,72,2,67,47,44,40,37,37,7
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,8
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Willie Jordan,Lisa Rhodes,Monica Maria Djerassi,8
Vanessa L Brown,43,0,0,34,25,17,12,12,11,8
Wanda Logan,,5,0,19,10,8,7,5,5,8
Isaac N Patterson V,,,2,4,3,1,2,1,2,8
Ken Washington,,,,0,20,18,16,15,15,8
Jacque Whaumbush,,,,,0,16,13,14,14,8
Kathryn S Huggins,,,,,,0,14,15,15,8
Willie Jordan,,,,,,,0,12,12,8
Lisa Rhodes,,,,,,,,0,14,8
Monica Maria Djerassi,,,,,,,,,0,8
Total,101,28,7,57,38,26,21,18,18,8
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,12
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Willie Jordan,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,12
Vanessa L Brown,21,0,0,22,13,13,13,12,13,12
Wanda Logan,,1,0,13,5,3,2,2,2,12
Isaac N Patterson V,,,1,9,4,3,3,3,1,12
Ken Washington,,,,0,15,14,13,13,14,12
Jacque Whaumbush,,,,,1,11,14,14,13,12
Willie Jordan,,,,,,0,13,12,12,12
Kathryn S Huggins,,,,,,,0,14,13,12
Lisa Rhodes,,,,,,,,0,12,12
Monica Maria Djerassi,,,,,,,,,0,12
Total,54,17,13,45,23,19,18,18,16,12
,Member Of - Democratic State Committee 7th Senatorial District,,,,,,Representative In The General Assembly 190th District - Democrat,,,13
,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Monica Maria Djerassi,Willie Jordan,Lisa Rhodes,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,13
Ken Washington,1,22,21,22,18,20,20,33,6,13
Jacque Whaumbush,,1,20,19,18,19,13,15,1,13
Kathryn S Huggins,,,1,22,19,18,15,12,1,13
Monica Maria Djerassi,,,,1,17,19,8,15,1,13
Willie Jordan,,,,,0,21,14,10,1,13
Lisa Rhodes,,,,,,0,11,11,2,13
Vanessa L Brown,,,,,,,27,0,0,13
Wanda Logan,,,,,,,,13,0,13
Isaac N Patterson V,,,,,,,,,0,13
Total,61,31,31,27,26,25,61,54,7,13
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 7th Senatorial District,,,,,,19
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Ken Washington,Jacque Whaumbush,Kathryn S Huggins,Lisa Rhodes,Monica Maria Djerassi,Willie Jordan,19
Vanessa L Brown,22,0,0,15,7,8,8,7,7,19
Wanda Logan,,4,0,12,9,4,4,4,3,19
Isaac N Patterson V,,,0,1,1,2,1,1,1,19
Ken Washington,,,,0,11,10,9,10,10,19
Jacque Whaumbush,,,,,0,10,10,10,9,19
Kathryn S Huggins,,,,,,0,10,11,9,19
Lisa Rhodes,,,,,,,0,10,9,19
Monica Maria Djerassi,,,,,,,,0,9,19
Willie Jordan,,,,,,,,,0,19
