col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,All
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Nedia S Ralston,Bill Durham,M Karen Bojar,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,All
Cindy Bass,3,"1,657","1,368","1,388","1,339",979,"1,071",909,"1,396","1,072",518,86,All
Jalila D Parker,,5,"1,172","1,174","1,047","1,105",849,655,866,"1,125",421,58,All
Sherrie Cohen,,,1,893,928,807,740,750,794,770,315,51,All
Janet Thompson,,,,3,961,669,907,610,731,602,263,45,All
Ron Couser,,,,,1,625,915,669,692,558,242,47,All
Nedia S Ralston,,,,,,3,515,513,482,578,262,42,All
Bill Durham,,,,,,,1,491,566,448,210,30,All
M Karen Bojar,,,,,,,,0,494,384,172,43,All
Allyson Y Schwartz,,,,,,,,,339,0,0,0,All
Tom Wolf,,,,,,,,,,322,0,0,All
Robert M Mccord,,,,,,,,,,,138,0,All
Katie Mcginty,,,,,,,,,,,,26,All
Total,"3,084","2,484","1,936","1,649","1,543","1,371","1,258","1,096","2,115","2,106",904,146,All
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,1
,Cindy Bass,Sherrie Cohen,M Karen Bojar,Ron Couser,Janet Thompson,Jalila D Parker,Bill Durham,Nedia S Ralston,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,1
Cindy Bass,0,139,129,130,93,64,78,29,94,82,50,2,1
Sherrie Cohen,,0,102,93,59,44,47,27,68,69,39,1,1
M Karen Bojar,,,0,101,61,34,54,19,55,49,34,3,1
Ron Couser,,,,0,77,45,75,19,59,46,32,3,1
Janet Thompson,,,,,0,46,67,21,50,30,22,2,1
Jalila D Parker,,,,,,0,35,27,38,34,13,2,1
Bill Durham,,,,,,,0,17,43,23,18,2,1
Nedia S Ralston,,,,,,,,0,12,18,8,0,1
Allyson Y Schwartz,,,,,,,,,29,0,0,0,1
Tom Wolf,,,,,,,,,,12,0,0,1
Robert M Mccord,,,,,,,,,,,15,0,1
Katie Mcginty,,,,,,,,,,,,8,1
Total,229,178,142,140,104,87,86,38,139,125,80,11,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,2
,Cindy Bass,Janet Thompson,M Karen Bojar,Ron Couser,Bill Durham,Sherrie Cohen,Jalila D Parker,Nedia S Ralston,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,2
Cindy Bass,1,130,122,121,114,76,69,34,107,70,35,6,2
Janet Thompson,,0,99,108,108,52,56,27,75,41,19,3,2
M Karen Bojar,,,0,100,93,56,35,24,77,40,18,3,2
Ron Couser,,,,0,103,56,42,25,76,39,16,3,2
Bill Durham,,,,,0,48,44,25,72,32,16,3,2
Sherrie Cohen,,,,,,0,45,31,42,43,17,4,2
Jalila D Parker,,,,,,,0,35,36,35,14,1,2
Nedia S Ralston,,,,,,,,0,16,23,8,1,2
Allyson Y Schwartz,,,,,,,,,23,0,0,0,2
Tom Wolf,,,,,,,,,,17,0,0,2
Robert M Mccord,,,,,,,,,,,6,0,2
Katie Mcginty,,,,,,,,,,,,0,2
Total,219,138,138,134,123,106,86,48,145,106,51,7,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,3
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,Nedia S Ralston,M Karen Bojar,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Cindy Bass,0,58,51,48,44,34,31,28,40,43,16,4,3
Jalila D Parker,,0,45,48,43,34,35,31,43,26,14,2,3
Sherrie Cohen,,,0,34,33,26,28,22,30,30,10,2,3
Janet Thompson,,,,0,32,36,30,22,24,23,9,2,3
Ron Couser,,,,,0,29,21,23,22,18,9,1,3
Bill Durham,,,,,,0,19,22,20,16,7,2,3
Nedia S Ralston,,,,,,,0,25,14,19,8,1,3
M Karen Bojar,,,,,,,,0,18,13,5,0,3
Tom Wolf,,,,,,,,,23,0,0,0,3
Allyson Y Schwartz,,,,,,,,,,17,0,0,3
Robert M Mccord,,,,,,,,,,,9,0,3
Katie Mcginty,,,,,,,,,,,,1,3
Total,103,85,72,58,50,46,43,37,89,72,33,5,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,4
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,4
Cindy Bass,1,77,62,42,50,52,47,32,59,30,24,3,4
Jalila D Parker,,0,59,50,50,42,37,29,44,36,20,1,4
Sherrie Cohen,,,0,40,40,43,37,30,40,22,21,1,4
Nedia S Ralston,,,,0,25,25,25,21,28,20,12,0,4
Janet Thompson,,,,,0,32,32,20,26,23,8,1,4
Ron Couser,,,,,,0,34,23,33,17,8,0,4
Bill Durham,,,,,,,0,16,22,16,13,0,4
M Karen Bojar,,,,,,,,0,22,8,6,2,4
Allyson Y Schwartz,,,,,,,,,23,0,0,0,4
Tom Wolf,,,,,,,,,,12,0,0,4
Robert M Mccord,,,,,,,,,,,4,0,4
Katie Mcginty,,,,,,,,,,,,1,4
Total,117,101,84,60,58,58,51,38,95,58,37,5,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,5
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Ron Couser,Janet Thompson,M Karen Bojar,Bill Durham,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,5
Cindy Bass,0,31,26,22,24,19,18,15,22,25,7,5,5
Jalila D Parker,,0,22,26,23,21,16,15,17,18,10,3,5
Sherrie Cohen,,,0,20,16,13,13,10,17,11,9,1,5
Nedia S Ralston,,,,0,17,12,14,14,11,10,8,2,5
Ron Couser,,,,,0,13,11,16,9,10,8,3,5
Janet Thompson,,,,,,0,12,9,10,8,4,3,5
M Karen Bojar,,,,,,,0,7,10,3,5,3,5
Bill Durham,,,,,,,,0,8,8,3,1,5
Allyson Y Schwartz,,,,,,,,,9,0,0,0,5
Tom Wolf,,,,,,,,,,5,0,0,5
Robert M Mccord,,,,,,,,,,,0,0,5
Katie Mcginty,,,,,,,,,,,,1,5
Total,59,48,38,31,30,25,21,20,39,39,13,7,5
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,6
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Nedia S Ralston,Bill Durham,M Karen Bojar,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,6
Cindy Bass,1,63,69,61,55,42,42,43,79,41,11,2,6
Jalila D Parker,,0,63,48,47,51,36,32,47,56,11,0,6
Sherrie Cohen,,,0,52,50,51,41,47,58,45,10,0,6
Janet Thompson,,,,0,44,36,40,31,40,27,7,0,6
Ron Couser,,,,,0,31,45,32,37,26,5,0,6
Nedia S Ralston,,,,,,0,27,27,27,32,7,0,6
Bill Durham,,,,,,,0,27,28,27,4,0,6
M Karen Bojar,,,,,,,,0,33,15,6,0,6
Allyson Y Schwartz,,,,,,,,,24,0,0,0,6
Tom Wolf,,,,,,,,,,23,0,0,6
Robert M Mccord,,,,,,,,,,,14,0,6
Katie Mcginty,,,,,,,,,,,,2,6
Total,134,114,113,74,68,66,59,54,132,108,34,4,6
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,7
,Cindy Bass,Sherrie Cohen,Jalila D Parker,Ron Couser,Janet Thompson,Bill Durham,M Karen Bojar,Nedia S Ralston,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,7
Cindy Bass,0,66,68,54,54,44,45,42,48,48,23,5,7
Sherrie Cohen,,0,57,51,47,43,45,44,43,42,19,2,7
Jalila D Parker,,,0,47,43,36,39,44,45,28,23,3,7
Ron Couser,,,,0,43,45,36,34,23,28,17,3,7
Janet Thompson,,,,,0,40,34,28,27,23,17,3,7
Bill Durham,,,,,,0,26,23,25,21,15,1,7
M Karen Bojar,,,,,,,0,31,23,28,7,1,7
Nedia S Ralston,,,,,,,,0,24,21,9,3,7
Tom Wolf,,,,,,,,,15,0,0,0,7
Allyson Y Schwartz,,,,,,,,,,20,0,0,7
Robert M Mccord,,,,,,,,,,,5,0,7
Katie Mcginty,,,,,,,,,,,,2,7
Total,124,106,99,71,70,62,59,57,90,87,46,7,7
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,8
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Janet Thompson,Ron Couser,Nedia S Ralston,Bill Durham,M Karen Bojar,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
Cindy Bass,0,63,51,55,46,36,29,30,38,45,17,6,8
Jalila D Parker,,1,38,48,40,35,26,26,31,31,19,3,8
Sherrie Cohen,,,0,30,31,28,23,27,25,20,14,3,8
Janet Thompson,,,,0,33,24,25,18,21,25,14,1,8
Ron Couser,,,,,0,23,24,22,20,21,10,1,8
Nedia S Ralston,,,,,,0,16,22,16,17,10,2,8
Bill Durham,,,,,,,0,14,16,15,6,0,8
M Karen Bojar,,,,,,,,0,10,18,6,2,8
Tom Wolf,,,,,,,,,10,0,0,0,8
Allyson Y Schwartz,,,,,,,,,,4,0,0,8
Robert M Mccord,,,,,,,,,,,2,0,8
Katie Mcginty,,,,,,,,,,,,1,8
Total,106,85,62,61,52,45,37,36,66,60,26,8,8
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,9
,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Ron Couser,Janet Thompson,Bill Durham,M Karen Bojar,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,9
Cindy Bass,0,59,45,41,43,40,37,33,49,26,16,4,9
Jalila D Parker,,0,37,43,37,31,31,29,32,31,13,3,9
Sherrie Cohen,,,0,21,29,25,26,22,31,16,9,2,9
Nedia S Ralston,,,,1,19,21,17,23,14,23,11,2,9
Ron Couser,,,,,0,25,29,21,25,13,6,3,9
Janet Thompson,,,,,,0,21,18,24,10,7,2,9
Bill Durham,,,,,,,0,16,20,14,6,1,9
M Karen Bojar,,,,,,,,0,14,13,5,3,9
Allyson Y Schwartz,,,,,,,,,8,0,0,0,9
Tom Wolf,,,,,,,,,,5,0,0,9
Robert M Mccord,,,,,,,,,,,4,0,9
Katie Mcginty,,,,,,,,,,,,0,9
Total,96,80,58,52,47,43,41,35,71,45,23,5,9
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,Governor - Democrat,,,,10
,Cindy Bass,Sherrie Cohen,Jalila D Parker,Janet Thompson,Ron Couser,Nedia S Ralston,M Karen Bojar,Bill Durham,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,10
Cindy Bass,0,44,52,40,35,26,20,19,41,33,16,1,10
Sherrie Cohen,,0,42,26,30,27,21,17,27,28,13,0,10
Jalila D Parker,,,0,33,34,27,18,18,24,30,10,1,10
Janet Thompson,,,,0,23,16,13,14,20,19,4,0,10
Ron Couser,,,,,0,16,16,18,17,15,6,0,10
Nedia S Ralston,,,,,,0,12,7,14,16,6,0,10
M Karen Bojar,,,,,,,0,6,9,11,6,0,10
Bill Durham,,,,,,,,0,14,7,2,0,10
Allyson Y Schwartz,,,,,,,,,17,0,0,0,10
Tom Wolf,,,,,,,,,,9,0,0,10
Robert M Mccord,,,,,,,,,,,4,0,10
Katie Mcginty,,,,,,,,,,,,0,10
Total,92,68,66,44,39,36,26,23,71,58,29,2,10
