col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 13th District - Democrat,,,,All
,Quetcy Lozada,Angel L Cruz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,All
Quetcy Lozada,16,0,29,22,2,4,All
Angel L Cruz,,13,28,12,6,3,All
Brendan F Boyle,,,3,0,0,0,All
Marjorie Margolies,,,,2,0,0,All
Val Arkoosh,,,,,2,0,All
Daylin Leach,,,,,,0,All
Total,73,62,60,36,10,7,All
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 13th District - Democrat,,,,1
,Quetcy Lozada,Angel L Cruz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,1
Quetcy Lozada,5,0,26,18,1,4,1
Angel L Cruz,,9,21,11,5,3,1
Brendan F Boyle,,,0,0,0,0,1
Marjorie Margolies,,,,2,0,0,1
Val Arkoosh,,,,,2,0,1
Daylin Leach,,,,,,0,1
Total,54,49,47,31,8,7,1
,Representative In The General Assembly 180th District - Democrat,,Representative In Congress 13th District - Democrat,,,,23
,Quetcy Lozada,Angel L Cruz,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,23
Quetcy Lozada,11,0,3,4,1,0,23
Angel L Cruz,,4,7,1,1,0,23
Brendan F Boyle,,,3,0,0,0,23
Marjorie Margolies,,,,0,0,0,23
Val Arkoosh,,,,,0,0,23
Daylin Leach,,,,,,0,23
Total,19,13,13,5,2,0,23
