col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District - Republican,Governor - Republican,,All
,Armond James,Tom Corbett,Robert Guzzardi,All
Armond James,9,46,0,All
Tom Corbett,,3,0,All
Robert Guzzardi,,,0,All
Total,55,49,0,All
,Representative In Congress 2nd District - Republican,Governor - Republican,,1
,Armond James,Tom Corbett,Robert Guzzardi,1
Armond James,1,2,0,1
Tom Corbett,,0,0,1
Robert Guzzardi,,,0,1
Total,3,2,0,1
,Representative In Congress 2nd District - Republican,Governor - Republican,,2
,Armond James,Tom Corbett,Robert Guzzardi,2
Armond James,0,4,0,2
Tom Corbett,,0,0,2
Robert Guzzardi,,,0,2
Total,4,4,0,2
,Representative In Congress 2nd District - Republican,Governor - Republican,,3
,Armond James,Tom Corbett,Robert Guzzardi,3
Armond James,0,2,0,3
Tom Corbett,,0,0,3
Robert Guzzardi,,,0,3
Total,2,2,0,3
,Representative In Congress 2nd District - Republican,Governor - Republican,,5
,Armond James,Tom Corbett,Robert Guzzardi,5
Armond James,0,2,0,5
Tom Corbett,,0,0,5
Robert Guzzardi,,,0,5
Total,2,2,0,5
,Representative In Congress 2nd District - Republican,Governor - Republican,,6
,Armond James,Tom Corbett,Robert Guzzardi,6
Armond James,1,1,0,6
Tom Corbett,,0,0,6
Robert Guzzardi,,,0,6
Total,2,1,0,6
,Governor - Republican,,Representative In Congress 2nd District - Republican,7
,Tom Corbett,Robert Guzzardi,Armond James,7
Tom Corbett,2,0,3,7
Robert Guzzardi,,0,0,7
Armond James,,,1,7
Total,5,0,4,7
,Representative In Congress 2nd District - Republican,Governor - Republican,,11
,Armond James,Tom Corbett,Robert Guzzardi,11
Armond James,0,2,0,11
Tom Corbett,,0,0,11
Robert Guzzardi,,,0,11
Total,2,2,0,11
,Representative In Congress 2nd District - Republican,Governor - Republican,,13
,Armond James,Tom Corbett,Robert Guzzardi,13
Armond James,0,6,0,13
Tom Corbett,,0,0,13
Robert Guzzardi,,,0,13
Total,6,6,0,13
,Representative In Congress 2nd District - Republican,Governor - Republican,,14
,Armond James,Tom Corbett,Robert Guzzardi,14
Armond James,1,3,0,14
Tom Corbett,,0,0,14
Robert Guzzardi,,,0,14
Total,4,3,0,14
,Representative In Congress 2nd District - Republican,Governor - Republican,,15
,Armond James,Tom Corbett,Robert Guzzardi,15
Armond James,4,4,0,15
Tom Corbett,,0,0,15
Robert Guzzardi,,,0,15
Total,8,4,0,15
,Representative In Congress 2nd District - Republican,Governor - Republican,,16
,Armond James,Tom Corbett,Robert Guzzardi,16
Armond James,0,2,0,16
Tom Corbett,,0,0,16
Robert Guzzardi,,,0,16
Total,2,2,0,16
,Representative In Congress 2nd District - Republican,Governor - Republican,,21
,Armond James,Tom Corbett,Robert Guzzardi,21
Armond James,0,1,0,21
Tom Corbett,,0,0,21
Robert Guzzardi,,,0,21
Total,1,1,0,21
,Representative In Congress 2nd District - Republican,Governor - Republican,,23
,Armond James,Tom Corbett,Robert Guzzardi,23
Armond James,1,14,0,23
Tom Corbett,,1,0,23
Robert Guzzardi,,,0,23
Total,15,15,0,23
