col_1,col_2,col_3,division
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,All
,Ronald Granville Waters,Robert A Brady,All
Ronald Granville Waters,113,"1,184",All
Robert A Brady,,74,All
Total,"1,297","1,258",All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,2
,Robert A Brady,Ronald Granville Waters,2
Robert A Brady,5,55,2
Ronald Granville Waters,,3,2
Total,60,58,2
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,3
,Robert A Brady,Ronald Granville Waters,3
Robert A Brady,8,133,3
Ronald Granville Waters,,5,3
Total,141,138,3
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,4
,Robert A Brady,Ronald Granville Waters,4
Robert A Brady,2,85,4
Ronald Granville Waters,,2,4
Total,87,87,4
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,5
,Ronald Granville Waters,Robert A Brady,5
Ronald Granville Waters,16,105,5
Robert A Brady,,4,5
Total,121,109,5
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,6
,Robert A Brady,Ronald Granville Waters,6
Robert A Brady,4,37,6
Ronald Granville Waters,,2,6
Total,41,39,6
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,7
,Ronald Granville Waters,Robert A Brady,7
Ronald Granville Waters,11,84,7
Robert A Brady,,5,7
Total,95,89,7
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,8
,Robert A Brady,Ronald Granville Waters,8
Robert A Brady,5,49,8
Ronald Granville Waters,,4,8
Total,54,53,8
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,9
,Ronald Granville Waters,Robert A Brady,9
Ronald Granville Waters,8,68,9
Robert A Brady,,3,9
Total,76,71,9
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,10
,Ronald Granville Waters,Robert A Brady,10
Ronald Granville Waters,3,28,10
Robert A Brady,,1,10
Total,31,29,10
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,11
,Ronald Granville Waters,Robert A Brady,11
Ronald Granville Waters,2,57,11
Robert A Brady,,1,11
Total,59,58,11
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,12
,Ronald Granville Waters,Robert A Brady,12
Ronald Granville Waters,5,40,12
Robert A Brady,,4,12
Total,45,44,12
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,13
,Ronald Granville Waters,Robert A Brady,13
Ronald Granville Waters,5,55,13
Robert A Brady,,3,13
Total,60,58,13
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,14
,Ronald Granville Waters,Robert A Brady,14
Ronald Granville Waters,4,54,14
Robert A Brady,,2,14
Total,58,56,14
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,19
,Ronald Granville Waters,Robert A Brady,19
Ronald Granville Waters,4,29,19
Robert A Brady,,1,19
Total,33,30,19
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,20
,Ronald Granville Waters,Robert A Brady,20
Ronald Granville Waters,4,31,20
Robert A Brady,,2,20
Total,35,33,20
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,21
,Robert A Brady,Ronald Granville Waters,21
Robert A Brady,1,16,21
Ronald Granville Waters,,0,21
Total,17,16,21
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,23
,Robert A Brady,Ronald Granville Waters,23
Robert A Brady,4,32,23
Ronald Granville Waters,,0,23
Total,36,32,23
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,24
,Ronald Granville Waters,Robert A Brady,24
Ronald Granville Waters,8,53,24
Robert A Brady,,3,24
Total,61,56,24
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,25
,Robert A Brady,Ronald Granville Waters,25
Robert A Brady,5,45,25
Ronald Granville Waters,,4,25
Total,50,49,25
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 191st District - Democrat,26
,Robert A Brady,Ronald Granville Waters,26
Robert A Brady,4,30,26
Ronald Granville Waters,,3,26
Total,34,33,26
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,33
,Ronald Granville Waters,Robert A Brady,33
Ronald Granville Waters,4,29,33
Robert A Brady,,0,33
Total,33,29,33
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,34
,Ronald Granville Waters,Robert A Brady,34
Ronald Granville Waters,11,36,34
Robert A Brady,,6,34
Total,47,42,34
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 1st District - Democrat,47
,Ronald Granville Waters,Robert A Brady,47
Ronald Granville Waters,5,33,47
Robert A Brady,,1,47
Total,38,34,47
