col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District - Democrat,,,,All
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,All
W Curtis Thomas,526,0,0,0,All
Emily Rodriguez,,128,0,0,All
Kenneth T Walker Jr,,,106,0,All
K Williams Medley,,,,58,All
Total,526,128,106,58,All
,Representative In The General Assembly 181st District - Democrat,,,,1
,Emily Rodriguez,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,1
Emily Rodriguez,24,0,0,0,1
W Curtis Thomas,,22,0,0,1
K Williams Medley,,,10,0,1
Kenneth T Walker Jr,,,,4,1
Total,24,22,10,4,1
,Representative In The General Assembly 181st District - Democrat,,,,2
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,2
W Curtis Thomas,27,0,0,0,2
Emily Rodriguez,,9,0,0,2
Kenneth T Walker Jr,,,8,0,2
K Williams Medley,,,,3,2
Total,27,9,8,3,2
,Representative In The General Assembly 181st District - Democrat,,,,3
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,3
W Curtis Thomas,71,0,0,0,3
Emily Rodriguez,,5,0,0,3
Kenneth T Walker Jr,,,5,0,3
K Williams Medley,,,,4,3
Total,71,5,5,4,3
,Representative In The General Assembly 181st District - Democrat,,,,4
,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,4
W Curtis Thomas,86,0,0,0,4
Kenneth T Walker Jr,,36,0,0,4
Emily Rodriguez,,,14,0,4
K Williams Medley,,,,8,4
Total,86,36,14,8,4
,Representative In The General Assembly 181st District - Democrat,,,,5
,Emily Rodriguez,W Curtis Thomas,K Williams Medley,Kenneth T Walker Jr,5
Emily Rodriguez,22,0,0,0,5
W Curtis Thomas,,20,0,0,5
K Williams Medley,,,3,0,5
Kenneth T Walker Jr,,,,0,5
Total,22,20,3,0,5
,Representative In The General Assembly 181st District - Democrat,,,,6
,W Curtis Thomas,Kenneth T Walker Jr,K Williams Medley,Emily Rodriguez,6
W Curtis Thomas,163,0,0,0,6
Kenneth T Walker Jr,,16,0,0,6
K Williams Medley,,,13,0,6
Emily Rodriguez,,,,3,6
Total,163,16,13,3,6
,Representative In The General Assembly 181st District - Democrat,,,,7
,W Curtis Thomas,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,7
W Curtis Thomas,56,0,0,0,7
Kenneth T Walker Jr,,21,0,0,7
Emily Rodriguez,,,4,0,7
K Williams Medley,,,,4,7
Total,56,21,4,4,7
,Representative In The General Assembly 181st District - Democrat,,,,8
,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,8
W Curtis Thomas,20,0,0,0,8
Emily Rodriguez,,6,0,0,8
K Williams Medley,,,4,0,8
Kenneth T Walker Jr,,,,2,8
Total,20,6,4,2,8
,Representative In The General Assembly 181st District - Democrat,,,,9
,W Curtis Thomas,Emily Rodriguez,K Williams Medley,Kenneth T Walker Jr,9
W Curtis Thomas,12,0,0,0,9
Emily Rodriguez,,4,0,0,9
K Williams Medley,,,2,0,9
Kenneth T Walker Jr,,,,0,9
Total,12,4,2,0,9
,Representative In The General Assembly 181st District - Democrat,,,,10
,W Curtis Thomas,Emily Rodriguez,Kenneth T Walker Jr,K Williams Medley,10
W Curtis Thomas,48,0,0,0,10
Emily Rodriguez,,36,0,0,10
Kenneth T Walker Jr,,,12,0,10
K Williams Medley,,,,6,10
Total,48,36,12,6,10
,Representative In The General Assembly 181st District - Democrat,,,,11
,Kenneth T Walker Jr,Emily Rodriguez,K Williams Medley,W Curtis Thomas,11
Kenneth T Walker Jr,2,0,0,0,11
Emily Rodriguez,,1,0,0,11
K Williams Medley,,,1,0,11
W Curtis Thomas,,,,1,11
Total,2,1,1,1,11
