col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Mike Stack,Mark Smith,Brad Koplinski,Mark Critz,Brandon P Neuman,Marylouise Isaacson,Darrell L Clarke,Michelle L Rumbaugh,Nekisha Fulton,Matthew D Myers,Micah Mahjoubian,Albert C Littlepage,Thomas J Rumbaugh,Domenick demuro,1
Mike Stack,40,0,0,0,0,50,47,45,41,41,39,35,31,27,1
Mark Smith,,1,0,0,0,3,1,3,3,3,2,3,3,3,1
Brad Koplinski,,,2,0,0,2,2,2,2,2,0,2,2,2,1
Mark Critz,,,,3,0,0,0,0,0,0,0,0,0,0,1
Brandon P Neuman,,,,,0,1,1,1,1,0,1,1,1,1,1
Marylouise Isaacson,,,,,,0,38,49,44,42,38,39,32,30,1
Darrell L Clarke,,,,,,,2,37,34,35,32,35,26,25,1
Michelle L Rumbaugh,,,,,,,,0,43,41,35,38,31,29,1
Nekisha Fulton,,,,,,,,,0,37,35,34,27,27,1
Matthew D Myers,,,,,,,,,,0,31,35,27,28,1
Micah Mahjoubian,,,,,,,,,,,0,32,24,24,1
Albert C Littlepage,,,,,,,,,,,,0,28,29,1
Thomas J Rumbaugh,,,,,,,,,,,,,0,21,1
Domenick demuro,,,,,,,,,,,,,,0,1
Total,108,6,4,3,1,56,53,51,47,46,42,41,37,33,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Mike Stack,Brandon P Neuman,Mark Smith,Brad Koplinski,Mark Critz,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Michelle L Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Domenick demuro,Albert C Littlepage,Thomas J Rumbaugh,2
Mike Stack,27,0,0,0,0,40,41,39,36,33,22,23,22,20,2
Brandon P Neuman,,2,0,0,0,4,7,4,6,4,6,3,2,4,2
Mark Smith,,,4,0,0,3,3,2,2,2,2,2,1,1,2
Brad Koplinski,,,,4,0,1,0,1,0,1,0,0,0,0,2
