col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Governor - Democrat,,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Mike Stack,"2,309",0,0,0,0,"55,397","36,030","17,364","3,708",All
Mark Smith,,102,0,0,0,"4,248","1,760","1,705",356,All
Brandon P Neuman,,,56,0,0,958,"3,008",347,884,All
Mark Critz,,,,168,0,"2,687",773,"1,212",173,All
Brad Koplinski,,,,,84,"1,090","2,496",492,517,All
Tom Wolf,,,,,,"13,304",0,0,0,All
Allyson Y Schwartz,,,,,,,"8,636",0,0,All
Robert M Mccord,,,,,,,,"3,331",0,All
Katie Mcginty,,,,,,,,,904,All
Total,"114,808","8,171","5,253","5,013","4,679","77,684","52,703","24,451","6,542",All
