col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,All
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Kevin J Boyle,15,0,187,134,38,27,All
Jeffrey Voice,,1,12,11,1,2,All
Tom Wolf,,,12,0,0,0,All
Allyson Y Schwartz,,,,11,0,0,All
Robert M Mccord,,,,,4,0,All
Katie Mcginty,,,,,,1,All
Total,401,27,211,156,43,30,All
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,9
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,9
Kevin J Boyle,2,0,18,10,5,3,9
Jeffrey Voice,,0,2,3,1,0,9
Tom Wolf,,,1,0,0,0,9
Allyson Y Schwartz,,,,1,0,0,9
Robert M Mccord,,,,,1,0,9
Katie Mcginty,,,,,,1,9
Total,38,6,21,14,7,4,9
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,10
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,10
Kevin J Boyle,4,0,20,17,8,4,10
Jeffrey Voice,,0,4,0,0,0,10
Tom Wolf,,,5,0,0,0,10
Allyson Y Schwartz,,,,4,0,0,10
Robert M Mccord,,,,,1,0,10
Katie Mcginty,,,,,,0,10
Total,53,4,29,21,9,4,10
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,13
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,13
Kevin J Boyle,1,0,28,23,7,4,13
Jeffrey Voice,,0,1,2,0,1,13
Tom Wolf,,,2,0,0,0,13
Allyson Y Schwartz,,,,2,0,0,13
Robert M Mccord,,,,,0,0,13
Katie Mcginty,,,,,,0,13
Total,63,4,31,27,7,5,13
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,14
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,14
Kevin J Boyle,1,0,29,23,7,4,14
Jeffrey Voice,,1,3,1,0,1,14
Tom Wolf,,,2,0,0,0,14
Allyson Y Schwartz,,,,0,0,0,14
Robert M Mccord,,,,,1,0,14
Katie Mcginty,,,,,,0,14
Total,64,6,34,24,8,5,14
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,15
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,15
Kevin J Boyle,3,0,32,18,2,2,15
Jeffrey Voice,,0,1,2,0,0,15
Tom Wolf,,,0,0,0,0,15
Allyson Y Schwartz,,,,0,0,0,15
Robert M Mccord,,,,,1,0,15
Katie Mcginty,,,,,,0,15
Total,57,3,33,20,3,2,15
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,16
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,16
Kevin J Boyle,2,0,31,23,7,6,16
Jeffrey Voice,,0,1,1,0,0,16
Tom Wolf,,,1,0,0,0,16
Allyson Y Schwartz,,,,4,0,0,16
Robert M Mccord,,,,,0,0,16
Katie Mcginty,,,,,,0,16
Total,69,2,33,28,7,6,16
,Representative In The General Assembly 172nd District - Democrat,,Governor - Democrat,,,,17
,Kevin J Boyle,Jeffrey Voice,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,17
Kevin J Boyle,2,0,29,20,4,2,17
Jeffrey Voice,,0,0,2,0,0,17
Tom Wolf,,,1,0,0,0,17
Allyson Y Schwartz,,,,0,0,0,17
Katie Mcginty,,,,,0,0,17
Robert M Mccord,,,,,,0,17
Total,57,2,30,22,4,2,17
