col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 185th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Maria P Donatucci,Darrell L Clarke,Matthew D Myers,Domenick demuro,Micah Mahjoubian,Thomas J Rumbaugh,Michelle L Rumbaugh,Marylouise Isaacson,Albert C Littlepage,Nekisha Fulton,All
Maria P Donatucci,319,873,848,581,507,447,446,413,329,338,All
Darrell L Clarke,,35,616,417,397,353,326,329,278,280,All
Matthew D Myers,,,9,469,387,381,341,321,275,271,All
Domenick demuro,,,,16,273,301,297,302,261,239,All
Micah Mahjoubian,,,,,6,198,249,276,235,240,All
Thomas J Rumbaugh,,,,,,3,274,232,191,185,All
Michelle L Rumbaugh,,,,,,,1,328,243,266,All
Marylouise Isaacson,,,,,,,,6,282,296,All
Albert C Littlepage,,,,,,,,,6,245,All
Nekisha Fulton,,,,,,,,,,1,All
Total,"1,686",941,889,632,528,462,457,448,359,356,All
