col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Governor - Democrat,,,,1
,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,1
Alishea Jackson,0,61,62,61,60,31,29,21,7,1
Kevin C Hannah,,0,61,58,57,25,25,16,6,1
Rasheen Crews,,,0,58,58,26,23,18,5,1
James Tyson,,,,0,58,20,26,13,6,1
Vernon D Brown,,,,,0,25,21,13,6,1
Tom Wolf,,,,,,24,0,0,0,1
Allyson Y Schwartz,,,,,,,17,0,0,1
Robert M Mccord,,,,,,,,16,0,1
Katie Mcginty,,,,,,,,,10,1
Total,88,72,72,65,65,66,53,42,20,1
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Governor - Democrat,,,,2
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,2
Alishea Jackson,0,55,54,53,48,20,32,22,5,2
Rasheen Crews,,0,50,47,45,18,25,15,4,2
Kevin C Hannah,,,0,47,47,16,22,15,4,2
Vernon D Brown,,,,0,46,12,22,18,4,2
James Tyson,,,,,0,10,22,12,4,2
Tom Wolf,,,,,,16,0,0,0,2
Allyson Y Schwartz,,,,,,,10,0,0,2
Robert M Mccord,,,,,,,,11,0,2
Katie Mcginty,,,,,,,,,1,2
Total,80,63,58,56,49,46,43,35,6,2
,Member Of - Democratic State Committee 8th Senatorial District,,,,,Governor - Democrat,,,,3
,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,3
Alishea Jackson,1,52,52,47,43,42,17,15,1,3
Rasheen Crews,,0,50,45,42,38,13,15,1,3
Kevin C Hannah,,,1,47,42,31,13,13,0,3
Vernon D Brown,,,,0,42,26,14,11,1,3
James Tyson,,,,,0,22,14,10,0,3
Tom Wolf,,,,,,18,0,0,0,3
Allyson Y Schwartz,,,,,,,15,0,0,3
Robert M Mccord,,,,,,,,5,0,3
Katie Mcginty,,,,,,,,,1,3
