col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,1
Jalila D Parker,17,56,43,37,35,29,15,17,1
Nedia S Ralston,,12,34,29,31,29,12,12,1
Cindy Bass,,,10,21,29,24,14,15,1
Sherrie Cohen,,,,6,22,18,13,11,1
Ron Couser,,,,,1,30,12,10,1
Bill Durham,,,,,,1,8,13,1
M Karen Bojar,,,,,,,2,7,1
Janet Thompson,,,,,,,,1,1
Total,88,72,58,46,42,37,20,19,1
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Ron Couser,Bill Durham,Sherrie Cohen,M Karen Bojar,Janet Thompson,2
Jalila D Parker,13,80,52,41,39,33,9,6,2
Nedia S Ralston,,11,51,41,39,30,9,7,2
Cindy Bass,,,9,38,36,16,9,7,2
Ron Couser,,,,0,44,17,8,6,2
Bill Durham,,,,,1,14,5,6,2
Sherrie Cohen,,,,,,7,7,2,2
M Karen Bojar,,,,,,,0,2,2
Janet Thompson,,,,,,,,2,2
Total,98,96,65,48,47,40,11,10,2
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,3
Jalila D Parker,17,91,46,39,33,28,23,15,3
Nedia S Ralston,,8,38,33,25,21,17,16,3
Cindy Bass,,,1,24,27,23,19,11,3
Sherrie Cohen,,,,6,23,11,15,11,3
Ron Couser,,,,,0,20,14,9,3
Bill Durham,,,,,,0,14,5,3
Janet Thompson,,,,,,,1,8,3
M Karen Bojar,,,,,,,,0,3
Total,118,102,48,47,34,30,25,17,3
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,4
Jalila D Parker,26,41,32,29,21,21,16,18,4
Nedia S Ralston,,6,27,24,19,21,16,15,4
Cindy Bass,,,6,26,25,22,20,17,4
Sherrie Cohen,,,,10,18,15,18,17,4
Ron Couser,,,,,1,20,13,15,4
Bill Durham,,,,,,2,8,15,4
M Karen Bojar,,,,,,,1,12,4
Janet Thompson,,,,,,,,1,4
Total,81,53,51,51,32,30,27,26,4
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,5
Jalila D Parker,14,63,47,34,28,25,18,14,5
Nedia S Ralston,,8,42,31,28,24,15,16,5
Cindy Bass,,,2,20,24,23,17,16,5
Sherrie Cohen,,,,3,15,13,12,14,5
Ron Couser,,,,,0,24,8,11,5
Bill Durham,,,,,,0,11,7,5
Janet Thompson,,,,,,,0,12,5
M Karen Bojar,,,,,,,,1,5
Total,86,74,54,41,32,31,22,21,5
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,6
Jalila D Parker,11,64,46,35,33,27,20,17,6
Nedia S Ralston,,10,46,36,33,25,17,17,6
Cindy Bass,,,4,25,31,23,19,17,6
Sherrie Cohen,,,,6,22,14,16,15,6
Ron Couser,,,,,2,24,14,11,6
Bill Durham,,,,,,3,7,11,6
M Karen Bojar,,,,,,,0,15,6
Janet Thompson,,,,,,,,0,6
Total,86,83,60,49,42,34,26,24,6
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,7
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,M Karen Bojar,Janet Thompson,7
Jalila D Parker,20,47,35,29,27,18,14,9,7
Nedia S Ralston,,10,34,26,27,15,13,8,7
Cindy Bass,,,5,18,30,19,13,13,7
Sherrie Cohen,,,,10,17,6,17,8,7
Ron Couser,,,,,1,17,13,9,7
Bill Durham,,,,,,0,2,7,7
M Karen Bojar,,,,,,,0,5,7
Janet Thompson,,,,,,,,1,7
Total,77,63,50,44,35,20,17,15,7
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,8
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,8
Jalila D Parker,19,64,47,32,31,27,8,4,8
Nedia S Ralston,,9,42,26,26,25,7,5,8
Cindy Bass,,,1,16,27,25,10,3,8
Sherrie Cohen,,,,7,17,12,9,4,8
Ron Couser,,,,,0,28,6,4,8
Bill Durham,,,,,,1,5,3,8
Janet Thompson,,,,,,,1,2,8
M Karen Bojar,,,,,,,,0,8
Total,93,77,53,43,36,32,14,7,8
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,9
,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Cindy Bass,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,9
Jalila D Parker,18,68,42,33,26,23,22,15,9
Nedia S Ralston,,9,33,28,21,18,19,11,9
Sherrie Cohen,,,8,25,20,20,15,11,9
Cindy Bass,,,,2,19,20,15,17,9
Ron Couser,,,,,0,18,17,5,9
M Karen Bojar,,,,,,0,12,9,9
Bill Durham,,,,,,,0,6,9
Janet Thompson,,,,,,,,3,9
Total,98,81,53,43,27,26,24,22,9
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,10
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,10
Jalila D Parker,16,51,24,26,19,18,16,9,10
Nedia S Ralston,,6,24,25,17,16,13,11,10
Cindy Bass,,,5,21,18,16,14,9,10
Sherrie Cohen,,,,4,15,13,12,11,10
Ron Couser,,,,,2,17,10,7,10
Bill Durham,,,,,,0,10,6,10
Janet Thompson,,,,,,,2,7,10
M Karen Bojar,,,,,,,,1,10
Total,72,61,34,34,25,22,19,13,10
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,11
,Jalila D Parker,Nedia S Ralston,Cindy Bass,Sherrie Cohen,Bill Durham,Ron Couser,Janet Thompson,M Karen Bojar,11
Jalila D Parker,18,33,26,18,13,13,11,6,11
Nedia S Ralston,,4,18,16,11,11,6,6,11
Cindy Bass,,,3,6,9,11,10,5,11
Sherrie Cohen,,,,3,5,8,6,6,11
Bill Durham,,,,,1,11,8,3,11
Ron Couser,,,,,,0,6,5,11
Janet Thompson,,,,,,,0,3,11
M Karen Bojar,,,,,,,,0,11
Total,61,39,31,23,16,16,14,7,11
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,12
,Nedia S Ralston,Jalila D Parker,Cindy Bass,Sherrie Cohen,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,12
Nedia S Ralston,19,59,50,31,33,27,16,15,12
Jalila D Parker,,12,49,34,35,29,19,19,12
Cindy Bass,,,7,25,31,25,17,16,12
Sherrie Cohen,,,,11,16,13,12,15,12
Ron Couser,,,,,0,25,7,9,12
Bill Durham,,,,,,0,12,5,12
Janet Thompson,,,,,,,1,7,12
M Karen Bojar,,,,,,,,0,12
Total,83,79,66,48,40,33,23,19,12
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,13
,Nedia S Ralston,Jalila D Parker,Cindy Bass,Sherrie Cohen,Ron Couser,Janet Thompson,Bill Durham,M Karen Bojar,13
Nedia S Ralston,30,57,40,41,29,20,19,20,13
Jalila D Parker,,18,47,48,31,24,22,21,13
Cindy Bass,,,8,33,27,22,21,19,13
Sherrie Cohen,,,,7,22,23,12,18,13
Ron Couser,,,,,3,11,19,13,13
Janet Thompson,,,,,,1,8,13,13
Bill Durham,,,,,,,0,4,13
M Karen Bojar,,,,,,,,0,13
Total,92,89,64,61,39,32,26,23,13
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,14
