col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Jalila D Parker,Cindy Bass,Sherrie Cohen,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,All
Jalila D Parker,"2,459","8,542","6,069","7,512","5,614","5,023","4,118","3,550",All
Cindy Bass,,"2,384","5,968","6,274","6,207","5,555","4,634","4,196",All
Sherrie Cohen,,,"1,612","4,256","3,766","3,251","3,431","3,246",All
Nedia S Ralston,,,,808,"4,459","3,910","2,678","2,956",All
Ron Couser,,,,,120,"4,905","2,960","2,947",All
Bill Durham,,,,,,120,"3,102","2,316",All
Janet Thompson,,,,,,,213,"2,235",All
M Karen Bojar,,,,,,,,304,All
Total,"13,746","13,745","9,723","9,340","7,277","6,651","5,696","5,298",All
