col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,Edward M Lloyd Jr,Barbara Carroll,David Rodriguez,Elaine Tomlin,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Chaka Fattah,263,530,443,318,310,297,293,211,179,160,156,29,All
Latrice Y Bryant,,23,290,243,270,234,252,177,156,136,130,18,All
Gwen Collins,,,24,180,280,166,263,200,165,147,142,15,All
Edward M Lloyd Jr,,,,9,150,212,143,161,145,127,118,19,All
Barbara Carroll,,,,,4,146,254,157,137,120,120,11,All
David Rodriguez,,,,,,7,137,156,144,123,115,16,All
Elaine Tomlin,,,,,,,3,150,129,114,124,11,All
Karen Voss,,,,,,,,2,159,140,129,9,All
Humberto Perez,,,,,,,,,7,134,110,8,All
Louis Agre,,,,,,,,,,3,92,7,All
Ruth I Birchett,,,,,,,,,,,3,7,All
Dawn Thomas,,,,,,,,,,,,1,All
Total,"1,127",580,503,343,334,322,314,243,204,180,172,32,All
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,1
,Chaka Fattah,Latrice Y Bryant,Elaine Tomlin,Barbara Carroll,Gwen Collins,Edward M Lloyd Jr,David Rodriguez,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,1
Chaka Fattah,8,39,27,26,26,18,13,8,7,7,6,6,1
Latrice Y Bryant,,3,25,21,22,11,12,8,7,7,5,2,1
Elaine Tomlin,,,1,23,23,8,7,7,7,7,6,3,1
Barbara Carroll,,,,1,23,6,4,5,4,4,4,3,1
Gwen Collins,,,,,0,9,7,8,7,6,6,3,1
Edward M Lloyd Jr,,,,,,1,12,8,7,6,6,0,1
David Rodriguez,,,,,,,0,7,7,6,5,0,1
Karen Voss,,,,,,,,0,7,6,6,0,1
Humberto Perez,,,,,,,,,0,6,5,0,1
Louis Agre,,,,,,,,,,0,4,0,1
Ruth I Birchett,,,,,,,,,,,1,0,1
Dawn Thomas,,,,,,,,,,,,0,1
Total,64,44,29,28,28,21,15,9,8,8,7,6,1
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,2
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,Barbara Carroll,Edward M Lloyd Jr,David Rodriguez,Elaine Tomlin,Karen Voss,Humberto Perez,Louis Agre,Ruth I Birchett,Dawn Thomas,2
Chaka Fattah,15,31,20,17,15,15,15,4,4,4,5,0,2
Latrice Y Bryant,,0,18,17,18,15,15,6,5,5,5,0,2
Gwen Collins,,,1,18,7,6,15,8,6,6,5,0,2
Barbara Carroll,,,,0,6,5,16,6,5,5,6,0,2
Edward M Lloyd Jr,,,,,0,15,3,6,5,5,5,0,2
David Rodriguez,,,,,,0,3,5,5,5,5,0,2
Elaine Tomlin,,,,,,,0,3,3,3,4,0,2
Karen Voss,,,,,,,,1,6,6,5,0,2
Humberto Perez,,,,,,,,,0,6,5,0,2
Louis Agre,,,,,,,,,,0,5,0,2
Ruth I Birchett,,,,,,,,,,,1,0,2
Dawn Thomas,,,,,,,,,,,,0,2
Total,53,35,26,20,18,17,17,10,7,7,7,0,2
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,3
,Chaka Fattah,Edward M Lloyd Jr,Latrice Y Bryant,Gwen Collins,David Rodriguez,Elaine Tomlin,Barbara Carroll,Humberto Perez,Karen Voss,Ruth I Birchett,Louis Agre,Dawn Thomas,3
Chaka Fattah,17,40,31,18,19,15,14,10,10,8,6,4,3
Edward M Lloyd Jr,,3,15,12,15,9,9,10,10,8,6,4,3
Latrice Y Bryant,,,1,14,14,13,13,8,9,8,5,2,3
Gwen Collins,,,,3,9,12,12,8,9,8,6,2,3
David Rodriguez,,,,,0,9,7,9,10,8,6,3,3
Elaine Tomlin,,,,,,0,11,6,6,6,3,2,3
Barbara Carroll,,,,,,,1,7,6,6,3,1,3
Humberto Perez,,,,,,,,1,9,6,5,1,3
Karen Voss,,,,,,,,,0,6,5,1,3
Ruth I Birchett,,,,,,,,,,0,4,2,3
Louis Agre,,,,,,,,,,,0,2,3
Dawn Thomas,,,,,,,,,,,,0,3
Total,79,43,33,22,20,16,15,11,11,9,6,4,3
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,4
,Chaka Fattah,Latrice Y Bryant,Gwen Collins,David Rodriguez,Barbara Carroll,Elaine Tomlin,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,4
