col_1,col_2,col_3,division
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,All
,Chaka Fattah,Louise Bishop,All
Chaka Fattah,159,"1,881",All
Louise Bishop,,151,All
Total,"2,040","2,032",All
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,5
,Chaka Fattah,Louise Bishop,5
Chaka Fattah,17,124,5
Louise Bishop,,2,5
Total,141,126,5
,Representative In The General Assembly 192nd District - Democrat,Representative In Congress 2nd District - Democrat,14
,Louise Bishop,Chaka Fattah,14
Louise Bishop,7,131,14
Chaka Fattah,,6,14
Total,138,137,14
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,15
,Chaka Fattah,Louise Bishop,15
Chaka Fattah,19,160,15
Louise Bishop,,15,15
Total,179,175,15
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,16
,Chaka Fattah,Louise Bishop,16
Chaka Fattah,17,156,16
Louise Bishop,,12,16
Total,173,168,16
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,17
,Chaka Fattah,Louise Bishop,17
Chaka Fattah,9,133,17
Louise Bishop,,6,17
Total,142,139,17
,Representative In The General Assembly 192nd District - Democrat,Representative In Congress 2nd District - Democrat,18
,Louise Bishop,Chaka Fattah,18
Louise Bishop,16,120,18
Chaka Fattah,,12,18
Total,136,132,18
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,19
,Chaka Fattah,Louise Bishop,19
Chaka Fattah,7,133,19
Louise Bishop,,6,19
Total,140,139,19
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,20
,Chaka Fattah,Louise Bishop,20
Chaka Fattah,15,113,20
Louise Bishop,,12,20
Total,128,125,20
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,22
,Chaka Fattah,Louise Bishop,22
Chaka Fattah,8,78,22
Louise Bishop,,6,22
Total,86,84,22
,Representative In The General Assembly 192nd District - Democrat,Representative In Congress 2nd District - Democrat,23
,Louise Bishop,Chaka Fattah,23
Louise Bishop,12,142,23
Chaka Fattah,,6,23
Total,154,148,23
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,24
,Chaka Fattah,Louise Bishop,24
Chaka Fattah,10,108,24
Louise Bishop,,10,24
Total,118,118,24
,Representative In The General Assembly 192nd District - Democrat,Representative In Congress 2nd District - Democrat,25
,Louise Bishop,Chaka Fattah,25
Louise Bishop,21,161,25
Chaka Fattah,,13,25
Total,182,174,25
,Representative In The General Assembly 192nd District - Democrat,Representative In Congress 2nd District - Democrat,26
,Louise Bishop,Chaka Fattah,26
Louise Bishop,16,146,26
Chaka Fattah,,8,26
Total,162,154,26
,Representative In Congress 2nd District - Democrat,Representative In The General Assembly 192nd District - Democrat,27
,Chaka Fattah,Louise Bishop,27
Chaka Fattah,12,176,27
Louise Bishop,,10,27
Total,188,186,27
