col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,Tom Wolf,Allyson Y Schwartz,Katie Mcginty,Robert M Mccord,Matthew D Myers,Domenick demuro,Darrell L Clarke,Thomas J Rumbaugh,Michelle L Rumbaugh,Marylouise Isaacson,Micah Mahjoubian,Nekisha Fulton,Albert C Littlepage,1
Tom Wolf,7,0,0,0,26,24,20,16,8,6,5,6,3,1
Allyson Y Schwartz,,3,0,0,8,2,5,5,2,0,1,0,0,1
Katie Mcginty,,,1,0,4,1,3,2,0,1,0,0,1,1
Robert M Mccord,,,,2,0,1,0,0,0,0,0,0,0,1
Matthew D Myers,,,,,1,22,27,22,9,6,6,6,3,1
Domenick demuro,,,,,,1,18,16,7,7,5,6,4,1
Darrell L Clarke,,,,,,,0,18,6,5,6,5,3,1
Thomas J Rumbaugh,,,,,,,,0,6,4,3,4,1,1
Michelle L Rumbaugh,,,,,,,,,0,4,3,4,1,1
Marylouise Isaacson,,,,,,,,,,0,5,6,4,1
Micah Mahjoubian,,,,,,,,,,,0,5,3,1
Nekisha Fulton,,,,,,,,,,,,0,3,1
Albert C Littlepage,,,,,,,,,,,,,0,1
Total,41,11,6,3,40,30,29,24,10,7,6,6,4,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Matthew D Myers,Darrell L Clarke,Domenick demuro,Thomas J Rumbaugh,Marylouise Isaacson,Michelle L Rumbaugh,Micah Mahjoubian,Albert C Littlepage,Nekisha Fulton,2
Tom Wolf,20,0,0,0,20,19,12,7,5,5,4,3,4,2
Allyson Y Schwartz,,7,0,0,5,3,4,2,2,2,2,2,0,2
Robert M Mccord,,,1,0,3,1,2,0,1,1,1,1,1,2
Katie Mcginty,,,,0,0,0,1,0,0,0,0,0,0,2
Matthew D Myers,,,,,0,13,13,7,6,6,7,6,5,2
Darrell L Clarke,,,,,,0,9,6,6,6,6,5,5,2
Domenick demuro,,,,,,,0,6,6,6,4,6,5,2
Thomas J Rumbaugh,,,,,,,,0,5,7,2,4,4,2
Marylouise Isaacson,,,,,,,,,0,6,3,5,5,2
Michelle L Rumbaugh,,,,,,,,,,0,3,5,5,2
Micah Mahjoubian,,,,,,,,,,,0,3,2,2
Albert C Littlepage,,,,,,,,,,,,0,4,2
