col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,All
,John J Taylor,Tom Corbett,Robert Guzzardi,All
John J Taylor,74,168,0,All
Tom Corbett,,6,0,All
Robert Guzzardi,,,1,All
Total,242,174,1,All
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,1
,John J Taylor,Tom Corbett,Robert Guzzardi,1
John J Taylor,4,11,0,1
Tom Corbett,,2,0,1
Robert Guzzardi,,,0,1
Total,15,13,0,1
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,2
,John J Taylor,Tom Corbett,Robert Guzzardi,2
John J Taylor,2,8,0,2
Tom Corbett,,1,0,2
Robert Guzzardi,,,0,2
Total,10,9,0,2
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,3
,John J Taylor,Tom Corbett,Robert Guzzardi,3
John J Taylor,7,13,0,3
Tom Corbett,,0,0,3
Robert Guzzardi,,,0,3
Total,20,13,0,3
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,4
,John J Taylor,Tom Corbett,Robert Guzzardi,4
John J Taylor,4,10,0,4
Tom Corbett,,1,0,4
Robert Guzzardi,,,0,4
Total,14,11,0,4
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,5
,John J Taylor,Tom Corbett,Robert Guzzardi,5
John J Taylor,9,20,0,5
Tom Corbett,,0,0,5
Robert Guzzardi,,,0,5
Total,29,20,0,5
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,6
,John J Taylor,Tom Corbett,Robert Guzzardi,6
John J Taylor,7,10,0,6
Tom Corbett,,0,0,6
Robert Guzzardi,,,0,6
Total,17,10,0,6
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,7
,John J Taylor,Tom Corbett,Robert Guzzardi,7
John J Taylor,10,22,0,7
Tom Corbett,,1,0,7
Robert Guzzardi,,,0,7
Total,32,23,0,7
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,8
,John J Taylor,Tom Corbett,Robert Guzzardi,8
John J Taylor,3,9,0,8
Tom Corbett,,0,0,8
Robert Guzzardi,,,1,8
Total,12,9,1,8
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,10
,John J Taylor,Tom Corbett,Robert Guzzardi,10
John J Taylor,7,18,0,10
Tom Corbett,,0,0,10
Robert Guzzardi,,,0,10
Total,25,18,0,10
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,11
,John J Taylor,Tom Corbett,Robert Guzzardi,11
John J Taylor,4,10,0,11
Tom Corbett,,1,0,11
Robert Guzzardi,,,0,11
Total,14,11,0,11
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,12
,John J Taylor,Tom Corbett,Robert Guzzardi,12
John J Taylor,5,15,0,12
Tom Corbett,,0,0,12
Robert Guzzardi,,,0,12
Total,20,15,0,12
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,22
,John J Taylor,Tom Corbett,Robert Guzzardi,22
John J Taylor,5,13,0,22
Tom Corbett,,0,0,22
Robert Guzzardi,,,0,22
Total,18,13,0,22
,Representative In The General Assembly 177th District - Republican,Governor - Republican,,23
,John J Taylor,Tom Corbett,Robert Guzzardi,23
John J Taylor,7,9,0,23
Tom Corbett,,0,0,23
Robert Guzzardi,,,0,23
Total,16,9,0,23
