col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 13th District - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,All
Brendan F Boyle,"2,205",0,0,0,"2,565","2,447","1,826","1,471",All
Marjorie Margolies,,623,0,0,529,568,671,454,All
Val Arkoosh,,,274,0,347,341,273,198,All
Daylin Leach,,,,154,184,162,218,166,All
James Harrity,,,,,53,"1,854","1,708","1,649",All
Marnie Aument Loughrey,,,,,,46,"1,800","1,614",All
Donna J Derose,,,,,,,20,"1,623",All
Frank T Brzozowski,,,,,,,,6,All
Total,"6,843","1,756",922,500,"3,689","3,575","3,018","2,305",All
