col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,All
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,All
John J Taylor,32,219,194,128,92,All
Dave Kralle,,4,147,102,88,All
Agnes Tilley,,,7,97,87,All
Michael P Meehan,,,,7,89,All
Margaret L Recupido,,,,,0,All
Total,314,223,202,136,92,All
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,2
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,2
John J Taylor,2,25,24,18,9,2
Dave Kralle,,1,18,11,9,2
Agnes Tilley,,,1,13,9,2
Michael P Meehan,,,,2,9,2
Margaret L Recupido,,,,,0,2
Total,37,26,25,20,9,2
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,4
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,4
John J Taylor,0,15,11,6,4,4
Dave Kralle,,0,9,4,4,4
Agnes Tilley,,,1,6,4,4
Michael P Meehan,,,,0,4,4
Margaret L Recupido,,,,,0,4
Total,18,15,13,7,4,4
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,6
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,6
John J Taylor,5,22,20,15,10,6
Dave Kralle,,1,15,11,9,6
Agnes Tilley,,,2,10,10,6
Michael P Meehan,,,,0,9,6
Margaret L Recupido,,,,,0,6
Total,35,23,22,15,10,6
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,10
,John J Taylor,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,10
John J Taylor,3,17,13,7,6,10
Agnes Tilley,,1,12,7,6,10
Dave Kralle,,,1,6,6,10
Michael P Meehan,,,,0,6,10
Margaret L Recupido,,,,,0,10
Total,21,18,14,7,6,10
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,11
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,11
John J Taylor,3,39,34,20,15,11
Dave Kralle,,0,26,15,14,11
Agnes Tilley,,,1,16,15,11
Michael P Meehan,,,,0,14,11
Margaret L Recupido,,,,,0,11
Total,52,39,35,20,15,11
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,13
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,13
John J Taylor,9,29,22,17,14,13
Dave Kralle,,0,17,15,13,13
Agnes Tilley,,,1,10,10,13
Michael P Meehan,,,,2,14,13
Margaret L Recupido,,,,,0,13
Total,45,29,23,19,14,13
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,14
,John J Taylor,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,14
John J Taylor,2,19,16,11,9,14
Agnes Tilley,,0,11,10,9,14
Dave Kralle,,,0,10,9,14
Michael P Meehan,,,,1,9,14
Margaret L Recupido,,,,,0,14
Total,27,19,16,12,9,14
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,16
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,16
John J Taylor,0,14,13,8,7,16
Dave Kralle,,0,8,6,6,16
Agnes Tilley,,,0,6,7,16
Michael P Meehan,,,,0,6,16
Margaret L Recupido,,,,,0,16
Total,21,14,13,8,7,16
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,17
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,17
John J Taylor,2,13,10,8,7,17
Dave Kralle,,0,10,7,7,17
Agnes Tilley,,,0,7,7,17
Michael P Meehan,,,,0,7,17
Margaret L Recupido,,,,,0,17
Total,16,13,10,8,7,17
,Representative In The General Assembly 177th District - Republican,Member Of - Republican State Committee 13th Congressional District,,,,18
,John J Taylor,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,18
John J Taylor,6,33,24,18,11,18
Dave Kralle,,1,21,17,11,18
Agnes Tilley,,,0,12,10,18
Michael P Meehan,,,,2,11,18
Margaret L Recupido,,,,,0,18
Total,42,34,24,20,11,18
