col_1,col_2,division
,Representative In Congress 2nd District - Democrat,All
,Chaka Fattah,All
Chaka Fattah,"4,583",All
Total,"4,583",All
,Representative In Congress 2nd District - Democrat,1
,Chaka Fattah,1
Chaka Fattah,287,1
Total,287,1
,Representative In Congress 2nd District - Democrat,2
,Chaka Fattah,2
Chaka Fattah,268,2
Total,268,2
,Representative In Congress 2nd District - Democrat,3
,Chaka Fattah,3
Chaka Fattah,163,3
Total,163,3
,Representative In Congress 2nd District - Democrat,4
,Chaka Fattah,4
Chaka Fattah,176,4
Total,176,4
,Representative In Congress 2nd District - Democrat,5
,Chaka Fattah,5
Chaka Fattah,90,5
Total,90,5
,Representative In Congress 2nd District - Democrat,6
,Chaka Fattah,6
Chaka Fattah,233,6
Total,233,6
,Representative In Congress 2nd District - Democrat,7
,Chaka Fattah,7
Chaka Fattah,199,7
Total,199,7
,Representative In Congress 2nd District - Democrat,8
,Chaka Fattah,8
Chaka Fattah,144,8
Total,144,8
,Representative In Congress 2nd District - Democrat,9
,Chaka Fattah,9
Chaka Fattah,122,9
Total,122,9
,Representative In Congress 2nd District - Democrat,10
,Chaka Fattah,10
Chaka Fattah,132,10
Total,132,10
,Representative In Congress 2nd District - Democrat,11
,Chaka Fattah,11
Chaka Fattah,97,11
Total,97,11
,Representative In Congress 2nd District - Democrat,12
,Chaka Fattah,12
Chaka Fattah,95,12
Total,95,12
,Representative In Congress 2nd District - Democrat,13
,Chaka Fattah,13
Chaka Fattah,140,13
Total,140,13
,Representative In Congress 2nd District - Democrat,14
,Chaka Fattah,14
Chaka Fattah,161,14
Total,161,14
,Representative In Congress 2nd District - Democrat,15
,Chaka Fattah,15
Chaka Fattah,139,15
Total,139,15
,Representative In Congress 2nd District - Democrat,16
,Chaka Fattah,16
Chaka Fattah,115,16
Total,115,16
,Representative In Congress 2nd District - Democrat,17
,Chaka Fattah,17
Chaka Fattah,190,17
Total,190,17
,Representative In Congress 2nd District - Democrat,18
,Chaka Fattah,18
Chaka Fattah,142,18
Total,142,18
,Representative In Congress 2nd District - Democrat,19
,Chaka Fattah,19
Chaka Fattah,133,19
Total,133,19
,Representative In Congress 2nd District - Democrat,20
,Chaka Fattah,20
Chaka Fattah,48,20
Total,48,20
,Representative In Congress 2nd District - Democrat,21
,Chaka Fattah,21
Chaka Fattah,127,21
Total,127,21
,Representative In Congress 2nd District - Democrat,22
,Chaka Fattah,22
Chaka Fattah,146,22
Total,146,22
,Representative In Congress 2nd District - Democrat,23
,Chaka Fattah,23
Chaka Fattah,186,23
Total,186,23
,Representative In Congress 2nd District - Democrat,24
,Chaka Fattah,24
Chaka Fattah,213,24
Total,213,24
,Representative In Congress 2nd District - Democrat,25
,Chaka Fattah,25
Chaka Fattah,134,25
Total,134,25
,Representative In Congress 2nd District - Democrat,26
,Chaka Fattah,26
Chaka Fattah,176,26
Total,176,26
,Representative In Congress 2nd District - Democrat,27
,Chaka Fattah,27
Chaka Fattah,199,27
Total,199,27
,Representative In Congress 2nd District - Democrat,28
,Chaka Fattah,28
Chaka Fattah,153,28
Total,153,28
,Representative In Congress 2nd District - Democrat,29
,Chaka Fattah,29
Chaka Fattah,175,29
Total,175,29
