col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,1
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,1
Chaka Fattah,55,87,69,71,63,63,1
Alishea Jackson,,0,61,62,61,60,1
Kevin C Hannah,,,2,61,58,57,1
Rasheen Crews,,,,0,58,58,1
James Tyson,,,,,1,58,1
Vernon D Brown,,,,,,1,1
Total,164,88,72,72,65,65,1
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,2
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,2
Chaka Fattah,33,76,58,53,53,47,2
Alishea Jackson,,0,55,54,53,48,2
Rasheen Crews,,,1,50,47,45,2
Kevin C Hannah,,,,1,47,47,2
Vernon D Brown,,,,,0,46,2
James Tyson,,,,,,0,2
Total,120,80,63,58,56,49,2
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,3
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,3
Chaka Fattah,32,74,64,57,52,46,3
Alishea Jackson,,1,52,52,47,43,3
Rasheen Crews,,,2,50,45,42,3
Kevin C Hannah,,,,0,47,42,3
Vernon D Brown,,,,,0,42,3
James Tyson,,,,,,0,3
Total,131,76,67,58,52,46,3
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,4
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Vernon D Brown,Kevin C Hannah,James Tyson,4
Chaka Fattah,25,44,29,24,24,21,4
Alishea Jackson,,2,22,22,23,19,4
Rasheen Crews,,,1,20,22,20,4
Vernon D Brown,,,,1,20,20,4
Kevin C Hannah,,,,,0,19,4
James Tyson,,,,,,0,4
Total,81,47,31,27,24,23,4
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,5
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,5
Chaka Fattah,50,44,46,30,23,22,5
Alishea Jackson,,3,25,26,17,19,5
Rasheen Crews,,,1,23,15,17,5
Kevin C Hannah,,,,0,18,17,5
Vernon D Brown,,,,,2,15,5
James Tyson,,,,,,2,5
Total,124,48,47,31,25,24,5
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,6
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,6
Chaka Fattah,36,50,48,41,39,28,6
Alishea Jackson,,2,34,35,28,25,6
Rasheen Crews,,,3,35,25,23,6
Kevin C Hannah,,,,0,29,25,6
Vernon D Brown,,,,,0,27,6
James Tyson,,,,,,1,6
Total,115,53,52,42,39,29,6
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,7
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,7
Chaka Fattah,34,73,64,58,53,51,7
Alishea Jackson,,1,52,51,48,48,7
Rasheen Crews,,,1,51,47,47,7
Kevin C Hannah,,,,0,47,48,7
Vernon D Brown,,,,,0,46,7
James Tyson,,,,,,1,7
Total,127,75,65,58,54,52,7
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,8
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,8
Chaka Fattah,38,81,67,65,60,59,8
Alishea Jackson,,1,62,60,55,54,8
Kevin C Hannah,,,1,59,54,54,8
Rasheen Crews,,,,1,54,51,8
James Tyson,,,,,1,54,8
Vernon D Brown,,,,,,0,8
Total,136,82,68,66,61,59,8
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,9
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,9
Chaka Fattah,33,79,60,57,52,49,9
Alishea Jackson,,0,60,54,52,48,9
Rasheen Crews,,,1,54,49,48,9
Kevin C Hannah,,,,0,47,46,9
Vernon D Brown,,,,,0,48,9
James Tyson,,,,,,0,9
Total,126,83,65,59,55,51,9
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,10
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,10
Chaka Fattah,35,42,34,29,26,25,10
Alishea Jackson,,0,25,26,22,21,10
Rasheen Crews,,,0,24,20,19,10
Kevin C Hannah,,,,1,20,21,10
James Tyson,,,,,0,20,10
Vernon D Brown,,,,,,0,10
Total,99,43,35,32,26,26,10
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,11
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,11
Chaka Fattah,52,53,32,23,22,13,11
Alishea Jackson,,1,25,22,15,11,11
Rasheen Crews,,,2,23,13,11,11
Kevin C Hannah,,,,1,10,11,11
Vernon D Brown,,,,,1,10,11
James Tyson,,,,,,0,11
Total,125,56,37,27,24,14,11
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,12
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,12
Chaka Fattah,38,34,26,22,18,13,12
Alishea Jackson,,3,20,18,11,10,12
Rasheen Crews,,,0,18,11,10,12
Kevin C Hannah,,,,0,11,10,12
Vernon D Brown,,,,,1,12,12
James Tyson,,,,,,0,12
Total,93,39,28,24,20,14,12
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,13
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Vernon D Brown,Kevin C Hannah,James Tyson,13
Chaka Fattah,43,44,35,28,26,23,13
Alishea Jackson,,3,25,22,22,20,13
Rasheen Crews,,,1,19,22,18,13
Vernon D Brown,,,,1,17,20,13
Kevin C Hannah,,,,,0,17,13
James Tyson,,,,,,0,13
Total,109,47,36,29,26,23,13
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,14
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,14
Chaka Fattah,20,42,34,24,21,14,14
Alishea Jackson,,3,19,19,14,14,14
Rasheen Crews,,,1,21,14,12,14
Kevin C Hannah,,,,0,14,12,14
Vernon D Brown,,,,,0,13,14
James Tyson,,,,,,0,14
Total,85,45,35,24,22,15,14
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,15
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,James Tyson,Vernon D Brown,15
Chaka Fattah,24,49,49,37,30,30,15
Alishea Jackson,,0,33,34,26,24,15
Rasheen Crews,,,0,34,25,24,15
Kevin C Hannah,,,,0,26,23,15
James Tyson,,,,,0,25,15
Vernon D Brown,,,,,,0,15
Total,97,50,50,38,31,31,15
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,16
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Rasheen Crews,James Tyson,Vernon D Brown,16
Chaka Fattah,53,87,77,73,65,64,16
Alishea Jackson,,2,68,67,60,60,16
Kevin C Hannah,,,1,66,62,62,16
Rasheen Crews,,,,1,59,59,16
James Tyson,,,,,1,61,16
Vernon D Brown,,,,,,0,16
Total,161,90,79,75,67,65,16
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,17
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Rasheen Crews,Vernon D Brown,James Tyson,17
Chaka Fattah,74,113,86,86,83,74,17
Alishea Jackson,,2,79,80,79,75,17
Kevin C Hannah,,,3,78,78,75,17
Rasheen Crews,,,,1,79,74,17
Vernon D Brown,,,,,0,76,17
James Tyson,,,,,,0,17
Total,202,116,91,88,85,76,17
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,18
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Rasheen Crews,Vernon D Brown,James Tyson,18
Chaka Fattah,26,70,56,55,55,53,18
Alishea Jackson,,0,51,56,53,53,18
Kevin C Hannah,,,2,50,49,50,18
Rasheen Crews,,,,1,50,50,18
Vernon D Brown,,,,,0,50,18
James Tyson,,,,,,0,18
Total,107,73,59,59,57,55,18
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,19
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,19
Chaka Fattah,74,120,100,93,90,88,19
Alishea Jackson,,1,96,92,90,86,19
Rasheen Crews,,,1,91,88,88,19
Kevin C Hannah,,,,3,85,85,19
Vernon D Brown,,,,,1,86,19
James Tyson,,,,,,0,19
Total,215,127,107,102,95,92,19
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,20
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,20
Chaka Fattah,15,52,49,44,34,32,20
Alishea Jackson,,3,38,39,28,27,20
Rasheen Crews,,,0,38,25,24,20
Kevin C Hannah,,,,0,26,26,20
Vernon D Brown,,,,,0,25,20
James Tyson,,,,,,0,20
Total,92,55,49,44,34,32,20
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,21
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Vernon D Brown,James Tyson,Kevin C Hannah,21
Chaka Fattah,31,42,36,28,25,25,21
Alishea Jackson,,1,24,21,20,21,21
Rasheen Crews,,,1,21,19,19,21
Vernon D Brown,,,,0,19,16,21
James Tyson,,,,,0,17,21
Kevin C Hannah,,,,,,0,21
Total,96,43,37,28,25,25,21
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,22
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Vernon D Brown,Kevin C Hannah,James Tyson,22
Chaka Fattah,37,62,52,43,41,37,22
Alishea Jackson,,1,40,40,39,36,22
Rasheen Crews,,,0,37,40,37,22
Vernon D Brown,,,,0,38,37,22
Kevin C Hannah,,,,,1,36,22
James Tyson,,,,,,1,22
Total,117,64,54,45,44,39,22
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,23
,Chaka Fattah,Alishea Jackson,Kevin C Hannah,Vernon D Brown,Rasheen Crews,James Tyson,23
Chaka Fattah,41,56,41,34,35,32,23
Alishea Jackson,,1,38,35,37,33,23
Kevin C Hannah,,,1,32,36,31,23
Vernon D Brown,,,,0,32,32,23
Rasheen Crews,,,,,0,32,23
James Tyson,,,,,,0,23
Total,107,60,46,39,38,35,23
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,Chaka Fattah,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,All
Chaka Fattah,899,"1,474","1,201","1,080",993,912,All
Alishea Jackson,,31,"1,007",986,894,859,All
Rasheen Crews,,,20,965,848,833,All
Kevin C Hannah,,,,17,848,834,All
Vernon D Brown,,,,,8,842,All
James Tyson,,,,,,8,All
Total,"2,829","1,540","1,256","1,131","1,032",944,All
