col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Kevin J Boyle,Jeffrey Voice,Patrick Parkinson,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,All
Kevin J Boyle,54,0,54,53,45,41,36,0,0,All
Jeffrey Voice,,1,6,1,5,2,1,0,0,All
Patrick Parkinson,,,0,35,35,32,30,0,0,All
Kathy Enggasser,,,,2,35,32,30,0,0,All
Barbara A Deeley,,,,,1,29,29,0,0,All
Louis Farinella,,,,,,1,29,0,0,All
Mary Ann Quartullo,,,,,,,0,0,0,All
Jacqulyne Scott,,,,,,,,0,0,All
Larry King,,,,,,,,,0,All
Total,144,11,62,57,52,45,38,0,0,All
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,13
,Kevin J Boyle,Jeffrey Voice,Patrick Parkinson,Barbara A Deeley,Kathy Enggasser,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,13
Kevin J Boyle,33,0,26,24,25,21,18,0,0,13
Jeffrey Voice,,0,3,4,1,1,0,0,0,13
Patrick Parkinson,,,0,16,16,15,13,0,0,13
Barbara A Deeley,,,,0,18,13,14,0,0,13
Kathy Enggasser,,,,,2,14,13,0,0,13
Louis Farinella,,,,,,0,14,0,0,13
Mary Ann Quartullo,,,,,,,0,0,0,13
Jacqulyne Scott,,,,,,,,0,0,13
Larry King,,,,,,,,,0,13
Total,80,6,30,29,29,22,19,0,0,13
,Representative In The General Assembly 172nd District - Democrat,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,14
,Kevin J Boyle,Jeffrey Voice,Patrick Parkinson,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Mary Ann Quartullo,Jacqulyne Scott,Larry King,14
Kevin J Boyle,21,0,28,28,21,20,18,0,0,14
Jeffrey Voice,,1,3,0,1,1,1,0,0,14
Patrick Parkinson,,,0,19,19,17,17,0,0,14
Kathy Enggasser,,,,0,17,18,17,0,0,14
Barbara A Deeley,,,,,1,16,15,0,0,14
Louis Farinella,,,,,,1,15,0,0,14
Mary Ann Quartullo,,,,,,,0,0,0,14
Jacqulyne Scott,,,,,,,,0,0,14
Larry King,,,,,,,,,0,14
Total,64,5,32,28,23,23,19,0,0,14
