col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,All
Mike Stack,68,0,0,0,0,538,488,413,284,165,154,157,114,All
Mark Smith,,7,0,0,0,44,34,28,34,20,16,16,13,All
Brandon P Neuman,,,4,0,0,21,27,19,18,13,19,10,18,All
Mark Critz,,,,6,0,23,12,21,23,4,5,7,8,All
Brad Koplinski,,,,,2,7,11,8,8,6,8,5,8,All
Jalila D Parker,,,,,,9,376,420,235,165,153,154,129,All
Cindy Bass,,,,,,,50,322,214,170,165,164,127,All
Nedia S Ralston,,,,,,,,4,200,123,130,116,100,All
Sherrie Cohen,,,,,,,,,14,135,136,133,120,All
Janet Thompson,,,,,,,,,,0,100,125,83,All
Ron Couser,,,,,,,,,,,2,119,92,All
Bill Durham,,,,,,,,,,,,3,58,All
M Karen Bojar,,,,,,,,,,,,,2,All
Total,889,77,50,47,20,667,647,511,393,221,213,208,170,All
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,1
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Ron Couser,M Karen Bojar,Bill Durham,Janet Thompson,1
Mike Stack,6,0,0,0,0,50,55,44,27,19,15,13,12,1
Brandon P Neuman,,1,0,0,0,3,0,1,1,1,1,0,1,1
Mark Smith,,,1,0,0,3,3,3,3,2,1,2,2,1
Mark Critz,,,,1,0,0,1,2,2,0,0,0,0,1
Brad Koplinski,,,,,0,2,1,1,1,1,0,1,1,1
Cindy Bass,,,,,,2,34,32,23,20,16,14,13,1
Jalila D Parker,,,,,,,1,42,25,19,13,13,10,1
Nedia S Ralston,,,,,,,,1,20,15,10,7,6,1
Sherrie Cohen,,,,,,,,,1,17,14,13,13,1
Ron Couser,,,,,,,,,,0,13,11,7,1
M Karen Bojar,,,,,,,,,,,1,7,6,1
Bill Durham,,,,,,,,,,,,0,10,1
Janet Thompson,,,,,,,,,,,,,0,1
Total,87,5,5,4,2,62,62,54,35,23,19,16,16,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,2
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,Ron Couser,M Karen Bojar,2
Mike Stack,2,0,0,0,0,63,42,47,23,13,13,10,3,2
Mark Smith,,0,0,0,0,7,6,3,5,4,2,4,2,2
Brandon P Neuman,,,0,0,0,0,1,0,0,0,1,0,1,2
Mark Critz,,,,1,0,1,0,0,0,0,0,0,0,2
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,0,2
Jalila D Parker,,,,,,0,28,42,13,12,11,11,5,2
Cindy Bass,,,,,,,3,27,9,15,12,15,5,2
Nedia S Ralston,,,,,,,,0,11,12,9,9,4,2
Sherrie Cohen,,,,,,,,,0,6,5,6,4,2
Janet Thompson,,,,,,,,,,0,11,10,2,2
Bill Durham,,,,,,,,,,,0,11,1,2
Ron Couser,,,,,,,,,,,,0,4,2
M Karen Bojar,,,,,,,,,,,,,0,2
Total,98,12,3,2,0,72,55,51,29,18,16,15,6,2
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,3
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Bill Durham,Ron Couser,M Karen Bojar,Janet Thompson,3
Mike Stack,4,0,0,0,0,32,26,25,12,6,6,3,2,3
Brandon P Neuman,,0,0,0,0,2,3,2,4,3,4,3,1,3
Mark Critz,,,0,0,0,3,2,3,2,2,0,1,0,3
Mark Smith,,,,0,0,2,2,0,1,0,0,0,1,3
Brad Koplinski,,,,,0,0,1,0,0,0,1,1,0,3
Jalila D Parker,,,,,,1,25,26,12,8,6,5,5,3
Cindy Bass,,,,,,,4,20,13,10,8,7,5,3
Nedia S Ralston,,,,,,,,0,10,6,6,3,2,3
Sherrie Cohen,,,,,,,,,1,8,7,5,3,3
Bill Durham,,,,,,,,,,1,7,4,3,3
Ron Couser,,,,,,,,,,,0,4,1,3
M Karen Bojar,,,,,,,,,,,,0,2,3
Janet Thompson,,,,,,,,,,,,,0,3
Total,49,6,5,2,1,44,41,31,21,14,12,9,6,3
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,4
,Mike Stack,Mark Critz,Brandon P Neuman,Mark Smith,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Bill Durham,M Karen Bojar,Ron Couser,4
Mike Stack,4,0,0,0,0,28,19,15,14,7,6,5,0,4
Mark Critz,,0,0,0,0,3,0,2,2,0,0,0,0,4
Brandon P Neuman,,,0,0,0,2,1,2,2,0,0,1,1,4
Mark Smith,,,,0,0,2,1,1,1,1,1,0,1,4
Brad Koplinski,,,,,1,0,0,0,0,0,0,0,0,4
Jalila D Parker,,,,,,1,16,19,14,7,5,6,2,4
Cindy Bass,,,,,,,1,13,10,6,7,4,2,4
Nedia S Ralston,,,,,,,,0,14,5,5,3,2,4
Sherrie Cohen,,,,,,,,,1,5,7,4,2,4
Janet Thompson,,,,,,,,,,0,4,3,0,4
Bill Durham,,,,,,,,,,,0,2,1,4
M Karen Bojar,,,,,,,,,,,,0,1,4
Ron Couser,,,,,,,,,,,,,0,4
Total,40,3,2,2,1,36,22,20,20,8,7,6,2,4
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,5
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Bill Durham,Janet Thompson,Ron Couser,M Karen Bojar,5
Mike Stack,12,0,0,0,0,73,73,58,45,44,40,39,19,5
Mark Smith,,1,0,0,0,3,4,4,5,1,2,1,2,5
Mark Critz,,,2,0,0,3,3,2,2,2,1,3,3,5
Brad Koplinski,,,,0,0,3,4,3,3,2,2,2,2,5
Brandon P Neuman,,,,,0,4,4,3,3,1,4,2,3,5
Cindy Bass,,,,,,6,66,52,46,51,42,42,23,5
Jalila D Parker,,,,,,,0,63,44,44,44,41,25,5
Nedia S Ralston,,,,,,,,0,37,33,33,35,19,5
Sherrie Cohen,,,,,,,,,2,31,30,33,22,5
Bill Durham,,,,,,,,,,1,36,33,10,5
Janet Thompson,,,,,,,,,,,0,29,18,5
Ron Couser,,,,,,,,,,,,0,18,5
M Karen Bojar,,,,,,,,,,,,,0,5
Total,116,8,6,5,5,98,94,73,62,55,54,49,29,5
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,6
,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Bill Durham,M Karen Bojar,Janet Thompson,Ron Couser,6
Mike Stack,5,0,0,0,0,21,24,16,13,10,8,9,5,6
Mark Smith,,1,0,0,0,3,4,2,3,1,1,2,2,6
Mark Critz,,,0,0,0,3,3,2,1,2,2,1,1,6
Brad Koplinski,,,,0,0,1,0,1,1,0,2,0,1,6
Brandon P Neuman,,,,,0,2,1,0,0,0,0,1,0,6
Cindy Bass,,,,,,6,18,12,9,12,9,10,7,6
Jalila D Parker,,,,,,,2,13,15,11,9,10,8,6
Sherrie Cohen,,,,,,,,3,6,8,7,6,4,6
Nedia S Ralston,,,,,,,,,0,3,4,2,5,6
Bill Durham,,,,,,,,,,0,6,9,5,6
M Karen Bojar,,,,,,,,,,,1,6,7,6
Janet Thompson,,,,,,,,,,,,0,5,6
Ron Couser,,,,,,,,,,,,,0,6
Total,48,6,5,4,2,37,36,25,20,14,14,13,9,6
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,7
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Jalila D Parker,Cindy Bass,Nedia S Ralston,Sherrie Cohen,Janet Thompson,Ron Couser,M Karen Bojar,Bill Durham,7
Mike Stack,4,0,0,0,0,63,54,41,38,20,14,14,14,7
Brandon P Neuman,,1,0,0,0,8,6,6,4,3,5,4,3,7
Mark Smith,,,1,0,0,5,2,4,3,2,1,1,1,7
Mark Critz,,,,0,0,4,0,5,4,0,0,0,0,7
Brad Koplinski,,,,,0,1,0,0,1,1,1,1,1,7
Jalila D Parker,,,,,,2,40,52,33,23,18,16,17,7
Cindy Bass,,,,,,,1,29,23,17,15,14,9,7
Nedia S Ralston,,,,,,,,1,27,14,13,12,12,7
Sherrie Cohen,,,,,,,,,2,19,16,15,14,7
Janet Thompson,,,,,,,,,,0,10,13,13,7
Ron Couser,,,,,,,,,,,0,11,12,7
M Karen Bojar,,,,,,,,,,,,0,7,7
Bill Durham,,,,,,,,,,,,,0,7
Total,99,11,8,5,2,84,63,58,52,26,21,20,19,7
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,9
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,M Karen Bojar,Bill Durham,9
Mike Stack,13,0,0,0,0,42,41,25,28,17,15,14,11,9
Mark Smith,,2,0,0,0,7,4,6,1,2,3,1,2,9
Brandon P Neuman,,,0,0,0,2,1,1,1,1,3,2,0,9
Mark Critz,,,,1,0,0,0,1,1,0,0,0,0,9
Brad Koplinski,,,,,0,2,0,1,2,1,1,0,1,9
Cindy Bass,,,,,,8,26,22,24,16,15,12,11,9
Jalila D Parker,,,,,,,0,19,28,15,15,16,10,9
Sherrie Cohen,,,,,,,,4,18,17,15,16,10,9
Nedia S Ralston,,,,,,,,,2,14,14,13,10,9
Janet Thompson,,,,,,,,,,0,13,12,12,9
Ron Couser,,,,,,,,,,,1,10,12,9
M Karen Bojar,,,,,,,,,,,,0,6,9
Bill Durham,,,,,,,,,,,,,0,9
Total,82,12,4,3,2,64,49,40,37,24,24,19,16,9
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,10
,Mike Stack,Mark Smith,Mark Critz,Brandon P Neuman,Brad Koplinski,Cindy Bass,Jalila D Parker,Nedia S Ralston,Sherrie Cohen,Bill Durham,Janet Thompson,Ron Couser,M Karen Bojar,10
Mike Stack,6,0,0,0,0,70,72,70,17,12,10,9,6,10
Mark Smith,,0,0,0,0,1,1,3,3,1,2,0,0,10
Mark Critz,,,1,0,0,0,1,1,2,0,0,0,0,10
Brandon P Neuman,,,,1,0,1,0,1,0,0,0,0,0,10
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,0,10
Cindy Bass,,,,,,6,60,63,13,12,11,9,5,10
Jalila D Parker,,,,,,,1,69,13,11,11,8,4,10
Nedia S Ralston,,,,,,,,0,14,12,10,8,4,10
Sherrie Cohen,,,,,,,,,0,9,7,7,4,10
Bill Durham,,,,,,,,,,0,7,6,2,10
Janet Thompson,,,,,,,,,,,0,3,3,10
Ron Couser,,,,,,,,,,,,0,3,10
M Karen Bojar,,,,,,,,,,,,,0,10
Total,96,5,3,2,0,80,79,78,22,13,12,9,6,10
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,12
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Cindy Bass,Jalila D Parker,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,12
Mike Stack,9,0,0,0,0,41,35,36,26,24,20,16,13,12
Mark Smith,,1,0,0,0,6,8,3,4,2,1,4,4,12
Brandon P Neuman,,,0,0,0,4,3,3,3,2,2,2,3,12
Mark Critz,,,,0,0,3,3,6,3,1,1,1,2,12
Brad Koplinski,,,,,0,0,0,0,0,0,0,0,0,12
Cindy Bass,,,,,,4,26,24,20,22,18,17,19,12
Jalila D Parker,,,,,,,1,25,21,16,11,13,16,12
Sherrie Cohen,,,,,,,,0,22,20,18,18,14,12
