col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,All
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,All
Mike Driscoll,206,0,0,275,200,162,146,135,4,4,All
Dennis Kilderry,,111,0,141,121,95,90,80,4,2,All
Paul Definis,,,20,78,48,40,40,29,0,2,All
Kathy Enggasser,,,,5,228,231,215,212,7,8,All
Louis Farinella,,,,,3,206,205,200,6,8,All
Barbara A Deeley,,,,,,1,203,202,6,7,All
Patrick Parkinson,,,,,,,8,199,7,7,All
Mary Ann Quartullo,,,,,,,,0,7,7,All
Jacqulyne Scott,,,,,,,,,0,0,All
Larry King,,,,,,,,,,0,All
Total,612,336,135,500,373,299,285,245,8,8,All
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,4
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Patrick Parkinson,Jacqulyne Scott,Larry King,4
Mike Driscoll,27,0,0,20,17,12,15,12,1,0,4
Dennis Kilderry,,2,0,9,6,7,7,8,1,1,4
Paul Definis,,,2,0,1,4,0,0,0,0,4
Kathy Enggasser,,,,0,18,20,21,19,2,1,4
Louis Farinella,,,,,0,17,17,17,2,1,4
Barbara A Deeley,,,,,,0,19,18,2,1,4
Mary Ann Quartullo,,,,,,,0,18,2,1,4
Patrick Parkinson,,,,,,,,0,2,1,4
Jacqulyne Scott,,,,,,,,,0,0,4
Larry King,,,,,,,,,,0,4
Total,53,15,7,30,25,24,23,21,2,1,4
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,6
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Patrick Parkinson,Louis Farinella,Barbara A Deeley,Mary Ann Quartullo,Jacqulyne Scott,Larry King,6
Mike Driscoll,10,0,0,19,15,14,12,9,0,0,6
Dennis Kilderry,,4,0,5,3,3,3,4,0,0,6
Paul Definis,,,0,1,1,0,0,0,0,0,6
Kathy Enggasser,,,,0,11,11,12,11,0,0,6
Patrick Parkinson,,,,,0,12,13,11,0,0,6
Louis Farinella,,,,,,0,11,10,0,0,6
Barbara A Deeley,,,,,,,0,12,0,0,6
Mary Ann Quartullo,,,,,,,,0,0,0,6
Jacqulyne Scott,,,,,,,,,0,0,6
Larry King,,,,,,,,,,0,6
Total,39,12,2,25,19,17,15,13,0,0,6
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,8
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,8
Mike Driscoll,9,0,0,13,11,7,5,6,0,0,8
Dennis Kilderry,,4,0,4,5,4,5,4,0,0,8
Paul Definis,,,1,4,2,2,3,2,0,0,8
Kathy Enggasser,,,,0,11,11,10,9,0,0,8
Louis Farinella,,,,,0,10,10,10,0,0,8
Barbara A Deeley,,,,,,0,10,9,0,0,8
Patrick Parkinson,,,,,,,0,10,0,0,8
Mary Ann Quartullo,,,,,,,,0,0,0,8
Jacqulyne Scott,,,,,,,,,0,0,8
Larry King,,,,,,,,,,0,8
Total,31,10,6,21,18,13,13,12,0,0,8
,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,Representative In The General Assembly 173rd District - Democrat,,,9
,Kathy Enggasser,Louis Farinella,Barbara A Deeley,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,Mike Driscoll,Paul Definis,Dennis Kilderry,9
Kathy Enggasser,0,16,15,13,15,1,0,12,8,3,9
Louis Farinella,,0,15,13,15,1,0,10,4,5,9
Barbara A Deeley,,,0,13,15,1,0,9,4,3,9
Patrick Parkinson,,,,1,13,1,0,7,4,4,9
Mary Ann Quartullo,,,,,0,1,0,8,4,3,9
Jacqulyne Scott,,,,,,0,0,1,0,0,9
Larry King,,,,,,,0,0,0,0,9
Mike Driscoll,,,,,,,,3,0,0,9
Paul Definis,,,,,,,,,3,0,9
Dennis Kilderry,,,,,,,,,,5,9
Total,23,19,16,16,15,1,0,17,12,11,9
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,10
,Mike Driscoll,Paul Definis,Dennis Kilderry,Kathy Enggasser,Barbara A Deeley,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Jacqulyne Scott,Larry King,10
Mike Driscoll,10,0,0,18,13,9,11,8,0,0,10
Paul Definis,,4,0,7,6,6,4,5,0,0,10
Dennis Kilderry,,,5,8,7,5,5,5,0,0,10
Kathy Enggasser,,,,1,19,16,18,17,0,0,10
Barbara A Deeley,,,,,1,14,15,14,0,0,10
Louis Farinella,,,,,,0,15,13,0,0,10
Patrick Parkinson,,,,,,,0,14,0,0,10
Mary Ann Quartullo,,,,,,,,0,0,0,10
Jacqulyne Scott,,,,,,,,,0,0,10
Larry King,,,,,,,,,,0,10
Total,36,16,14,34,27,20,20,18,0,0,10
,Representative In The General Assembly 173rd District - Democrat,,,Member Of - Democratic State Committee 5th Senatorial District,,,,,,,11
,Mike Driscoll,Dennis Kilderry,Paul Definis,Kathy Enggasser,Louis Farinella,Patrick Parkinson,Mary Ann Quartullo,Barbara A Deeley,Jacqulyne Scott,Larry King,11
Mike Driscoll,10,0,0,7,5,9,6,5,0,0,11
Dennis Kilderry,,4,0,7,6,2,2,2,0,0,11
Paul Definis,,,0,3,1,1,1,1,0,0,11
Kathy Enggasser,,,,0,9,7,7,7,0,0,11
Louis Farinella,,,,,0,7,7,7,0,0,11
Patrick Parkinson,,,,,,0,9,7,0,0,11
Mary Ann Quartullo,,,,,,,0,7,0,0,11
Barbara A Deeley,,,,,,,,0,0,0,11
