col_1,col_2,col_3,division
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,All
,Bill Pounds,Jim Cawley,All
Bill Pounds,1,30,All
Jim Cawley,,1,All
Total,31,31,All
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,1
,Bill Pounds,Jim Cawley,1
Bill Pounds,0,1,1
Jim Cawley,,0,1
Total,1,1,1
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,12
,Bill Pounds,Jim Cawley,12
Bill Pounds,0,6,12
Jim Cawley,,0,12
Total,6,6,12
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,13
,Bill Pounds,Jim Cawley,13
Bill Pounds,0,10,13
Jim Cawley,,0,13
Total,10,10,13
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,14
,Bill Pounds,Jim Cawley,14
Bill Pounds,0,5,14
Jim Cawley,,0,14
Total,5,5,14
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,15
,Bill Pounds,Jim Cawley,15
Bill Pounds,0,3,15
Jim Cawley,,0,15
Total,3,3,15
,Lieutenant Governor - Republican,Representative In The General Assembly 194th District - Republican,16
,Jim Cawley,Bill Pounds,16
Jim Cawley,1,2,16
Bill Pounds,,0,16
Total,3,2,16
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,19
,Bill Pounds,Jim Cawley,19
Bill Pounds,0,2,19
Jim Cawley,,0,19
Total,2,2,19
,Representative In The General Assembly 194th District - Republican,Lieutenant Governor - Republican,20
,Bill Pounds,Jim Cawley,20
Bill Pounds,1,1,20
Jim Cawley,,0,20
Total,2,1,20
