col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 2nd District - Democrat,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Chaka Fattah,Jalila D Parker,Cindy Bass,Sherrie Cohen,Nedia S Ralston,Ron Couser,Bill Durham,Janet Thompson,M Karen Bojar,All
Chaka Fattah,"3,187","12,853","12,732","9,005","8,746","6,840","6,309","5,370","4,872",All
Jalila D Parker,,312,"8,542","6,069","7,512","5,614","5,023","4,118","3,550",All
Cindy Bass,,,379,"5,968","6,274","6,207","5,555","4,634","4,196",All
Sherrie Cohen,,,,238,"4,256","3,766","3,251","3,431","3,246",All
Nedia S Ralston,,,,,117,"4,459","3,910","2,678","2,956",All
Ron Couser,,,,,,34,"4,905","2,960","2,947",All
Bill Durham,,,,,,,27,"3,102","2,316",All
Janet Thompson,,,,,,,,35,"2,235",All
M Karen Bojar,,,,,,,,,91,All
Total,"23,636","13,746","13,745","9,723","9,340","7,277","6,651","5,696","5,298",All
