col_1,col_2,col_3,col_4,col_5,division
,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Marnie Aument Loughrey,28,20,21,17,All
James Harrity,,19,18,17,All
Donna J Derose,,,9,14,All
Frank T Brzozowski,,,,7,All
Total,57,45,34,26,All
,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,1
Marnie Aument Loughrey,11,11,13,10,1
James Harrity,,7,10,9,1
Donna J Derose,,,3,9,1
Frank T Brzozowski,,,,3,1
Total,27,19,17,13,1
,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,2
Marnie Aument Loughrey,17,9,8,7,2
James Harrity,,12,8,8,2
Donna J Derose,,,6,5,2
Frank T Brzozowski,,,,4,2
Total,30,26,17,13,2
