col_1,col_2,col_3,division
,Representative In The General Assembly 152nd District - Republican,Lieutenant Governor - Republican,All
,Thomas P Murt,Jim Cawley,All
Thomas P Murt,16,156,All
Jim Cawley,,12,All
Total,172,168,All
,Representative In The General Assembly 152nd District - Republican,Lieutenant Governor - Republican,16
,Thomas P Murt,Jim Cawley,16
Thomas P Murt,2,20,16
Jim Cawley,,1,16
Total,22,21,16
,Representative In The General Assembly 152nd District - Republican,Lieutenant Governor - Republican,17
,Thomas P Murt,Jim Cawley,17
Thomas P Murt,8,32,17
Jim Cawley,,3,17
Total,40,35,17
,Representative In The General Assembly 152nd District - Republican,Lieutenant Governor - Republican,18
,Thomas P Murt,Jim Cawley,18
Thomas P Murt,1,29,18
Jim Cawley,,0,18
Total,30,29,18
,Lieutenant Governor - Republican,Representative In The General Assembly 152nd District - Republican,19
,Jim Cawley,Thomas P Murt,19
Jim Cawley,2,34,19
Thomas P Murt,,2,19
Total,36,36,19
,Lieutenant Governor - Republican,Representative In The General Assembly 152nd District - Republican,20
,Jim Cawley,Thomas P Murt,20
Jim Cawley,4,13,20
Thomas P Murt,,1,20
Total,17,14,20
,Representative In The General Assembly 152nd District - Republican,Lieutenant Governor - Republican,21
,Thomas P Murt,Jim Cawley,21
Thomas P Murt,1,16,21
Jim Cawley,,0,21
Total,17,16,21
,Lieutenant Governor - Republican,Representative In The General Assembly 152nd District - Republican,24
,Jim Cawley,Thomas P Murt,24
Jim Cawley,2,12,24
Thomas P Murt,,1,24
Total,14,13,24
