col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Senator In The General Assembly 2nd District - Democrat,,,Governor - Democrat,,,,All
,Christine M Tartaglione,Danny Savage,Tomas Sanchez,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,All
Christine M Tartaglione,"1,278",0,0,"3,963","2,949","1,095",383,All
Danny Savage,,398,0,"2,829","1,425",557,289,All
Tomas Sanchez,,,502,"1,609",916,589,182,All
Tom Wolf,,,,842,0,0,0,All
Allyson Y Schwartz,,,,,506,0,0,All
Robert M Mccord,,,,,,174,0,All
Katie Mcginty,,,,,,,128,All
Total,"9,668","5,498","3,798","9,243","5,796","2,415",982,All
