col_1,col_2,division
,Representative In The General Assembly 173rd District - Republican,All
,Mike Tomlinson,All
Mike Tomlinson,390,All
Total,390,All
,Representative In The General Assembly 173rd District - Republican,1
,Mike Tomlinson,1
Mike Tomlinson,34,1
Total,34,1
,Representative In The General Assembly 173rd District - Republican,2
,Mike Tomlinson,2
Mike Tomlinson,25,2
Total,25,2
,Representative In The General Assembly 173rd District - Republican,3
,Mike Tomlinson,3
Mike Tomlinson,3,3
Total,3,3
,Representative In The General Assembly 173rd District - Republican,4
,Mike Tomlinson,4
Mike Tomlinson,25,4
Total,25,4
,Representative In The General Assembly 173rd District - Republican,5
,Mike Tomlinson,5
Mike Tomlinson,13,5
Total,13,5
,Representative In The General Assembly 173rd District - Republican,6
,Mike Tomlinson,6
Mike Tomlinson,6,6
Total,6,6
,Representative In The General Assembly 173rd District - Republican,7
,Mike Tomlinson,7
Mike Tomlinson,42,7
Total,42,7
,Representative In The General Assembly 173rd District - Republican,8
,Mike Tomlinson,8
Mike Tomlinson,6,8
Total,6,8
,Representative In The General Assembly 173rd District - Republican,9
,Mike Tomlinson,9
Mike Tomlinson,17,9
Total,17,9
,Representative In The General Assembly 173rd District - Republican,10
,Mike Tomlinson,10
Mike Tomlinson,40,10
Total,40,10
,Representative In The General Assembly 173rd District - Republican,11
,Mike Tomlinson,11
Mike Tomlinson,9,11
Total,9,11
,Representative In The General Assembly 173rd District - Republican,12
,Mike Tomlinson,12
Mike Tomlinson,3,12
Total,3,12
,Representative In The General Assembly 173rd District - Republican,13
,Mike Tomlinson,13
Mike Tomlinson,6,13
Total,6,13
,Representative In The General Assembly 173rd District - Republican,14
,Mike Tomlinson,14
Mike Tomlinson,7,14
Total,7,14
,Representative In The General Assembly 173rd District - Republican,15
,Mike Tomlinson,15
Mike Tomlinson,2,15
Total,2,15
,Representative In The General Assembly 173rd District - Republican,16
,Mike Tomlinson,16
Mike Tomlinson,10,16
Total,10,16
,Representative In The General Assembly 173rd District - Republican,17
,Mike Tomlinson,17
Mike Tomlinson,16,17
Total,16,17
,Representative In The General Assembly 173rd District - Republican,18
,Mike Tomlinson,18
Mike Tomlinson,7,18
Total,7,18
,Representative In The General Assembly 173rd District - Republican,19
,Mike Tomlinson,19
Mike Tomlinson,18,19
Total,18,19
,Representative In The General Assembly 173rd District - Republican,20
,Mike Tomlinson,20
Mike Tomlinson,41,20
Total,41,20
,Representative In The General Assembly 173rd District - Republican,21
,Mike Tomlinson,21
Mike Tomlinson,8,21
Total,8,21
,Representative In The General Assembly 173rd District - Republican,22
,Mike Tomlinson,22
Mike Tomlinson,30,22
Total,30,22
,Representative In The General Assembly 173rd District - Republican,23
,Mike Tomlinson,23
Mike Tomlinson,22,23
Total,22,23
