col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 197th District - Democrat,,,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Leslie Acosta,Danilo R Burgos,Ben Ramos,Jose P Miranda,Latrice Y Bryant,David Rodriguez,Gwen Collins,Elaine Tomlin,Barbara Carroll,Edward M Lloyd Jr,Humberto Perez,Karen Voss,Louis Agre,Ruth I Birchett,Dawn Thomas,All
Leslie Acosta,580,0,0,0,775,602,443,406,413,446,265,237,188,170,29,All
Danilo R Burgos,,379,0,0,356,276,353,393,309,208,252,195,180,138,6,All
Ben Ramos,,,251,0,248,303,143,146,131,183,132,101,87,74,7,All
Jose P Miranda,,,,114,97,83,119,86,88,87,74,80,69,56,0,All
Latrice Y Bryant,,,,,22,648,761,725,752,645,426,453,366,339,16,All
David Rodriguez,,,,,,10,484,456,457,634,497,450,390,336,23,All
Gwen Collins,,,,,,,3,715,756,495,465,508,405,355,20,All
Elaine Tomlin,,,,,,,,17,740,452,402,418,335,342,14,All
Barbara Carroll,,,,,,,,,2,454,414,441,353,356,14,All
Edward M Lloyd Jr,,,,,,,,,,24,427,442,370,328,22,All
Humberto Perez,,,,,,,,,,,1,450,396,304,16,All
Karen Voss,,,,,,,,,,,,3,398,337,16,All
Louis Agre,,,,,,,,,,,,,1,267,15,All
Ruth I Birchett,,,,,,,,,,,,,,2,11,All
Dawn Thomas,,,,,,,,,,,,,,,1,All
Total,"1,916","1,157",832,342,"1,532","1,288","1,091","1,083",979,969,732,627,532,450,45,All
