col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,All
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,All
Kevin J Boyle,23,0,529,101,23,21,All
Jeffrey Voice,,3,29,18,9,6,All
Brendan F Boyle,,,50,0,0,0,All
Marjorie Margolies,,,,33,0,0,All
Val Arkoosh,,,,,5,0,All
Daylin Leach,,,,,,8,All
Total,697,65,608,152,37,35,All
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,1
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,1
Kevin J Boyle,5,0,49,10,4,1,1
Jeffrey Voice,,1,8,3,0,0,1
Brendan F Boyle,,,11,0,0,0,1
Marjorie Margolies,,,,6,0,0,1
Daylin Leach,,,,,0,0,1
Val Arkoosh,,,,,,1,1
Total,69,12,68,19,4,2,1
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,3
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,3
Kevin J Boyle,0,0,20,3,2,1,3
Jeffrey Voice,,0,2,0,1,0,3
Brendan F Boyle,,,1,0,0,0,3
Marjorie Margolies,,,,1,0,0,3
Val Arkoosh,,,,,0,0,3
Daylin Leach,,,,,,0,3
Total,26,3,23,4,3,1,3
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,4
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,4
Kevin J Boyle,1,0,13,4,2,0,4
Jeffrey Voice,,0,2,2,0,1,4
Brendan F Boyle,,,2,0,0,0,4
Marjorie Margolies,,,,2,0,0,4
Daylin Leach,,,,,0,0,4
Val Arkoosh,,,,,,0,4
Total,20,5,17,8,2,1,4
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,8
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,8
Kevin J Boyle,3,0,165,5,6,0,8
Jeffrey Voice,,1,1,2,0,0,8
Brendan F Boyle,,,5,0,0,0,8
Marjorie Margolies,,,,0,0,0,8
Val Arkoosh,,,,,0,0,8
Daylin Leach,,,,,,1,8
Total,179,4,171,7,6,1,8
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,9
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,9
Kevin J Boyle,1,0,60,9,1,1,9
Jeffrey Voice,,0,3,4,1,0,9
Brendan F Boyle,,,5,0,0,0,9
Marjorie Margolies,,,,3,0,0,9
Daylin Leach,,,,,2,0,9
Val Arkoosh,,,,,,2,9
Total,72,8,68,16,4,3,9
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,13
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,13
Kevin J Boyle,0,0,26,12,3,2,13
Jeffrey Voice,,0,1,1,2,1,13
Brendan F Boyle,,,6,0,0,0,13
Marjorie Margolies,,,,1,0,0,13
Daylin Leach,,,,,1,0,13
Val Arkoosh,,,,,,0,13
Total,43,5,33,14,6,3,13
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,14
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,14
Kevin J Boyle,3,0,31,10,1,0,14
Jeffrey Voice,,0,1,2,0,0,14
Brendan F Boyle,,,3,0,0,0,14
Marjorie Margolies,,,,3,0,0,14
Val Arkoosh,,,,,0,0,14
Daylin Leach,,,,,,0,14
Total,45,3,35,15,1,0,14
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,15
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,15
Kevin J Boyle,0,0,24,6,2,2,15
Jeffrey Voice,,0,1,2,2,0,15
Brendan F Boyle,,,5,0,0,0,15
Marjorie Margolies,,,,5,0,0,15
Val Arkoosh,,,,,1,0,15
Daylin Leach,,,,,,0,15
Total,34,5,30,13,5,2,15
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,32
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,32
Kevin J Boyle,3,0,37,9,2,2,32
Jeffrey Voice,,1,1,0,0,0,32
Brendan F Boyle,,,6,0,0,0,32
Marjorie Margolies,,,,2,0,0,32
Daylin Leach,,,,,0,0,32
Val Arkoosh,,,,,,0,32
Total,53,2,44,11,2,2,32
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,33
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,33
Kevin J Boyle,5,0,55,8,1,2,33
Jeffrey Voice,,0,5,0,1,1,33
Brendan F Boyle,,,3,0,0,0,33
Marjorie Margolies,,,,2,0,0,33
Daylin Leach,,,,,1,0,33
Val Arkoosh,,,,,,0,33
Total,71,7,63,10,3,3,33
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,34
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,34
Kevin J Boyle,2,0,33,19,3,2,34
Jeffrey Voice,,0,4,2,2,2,34
Brendan F Boyle,,,3,0,0,0,34
Marjorie Margolies,,,,6,0,0,34
Daylin Leach,,,,,2,0,34
Val Arkoosh,,,,,,1,34
Total,59,10,40,27,7,5,34
,Representative In The General Assembly 172nd District - Democrat,,Representative In Congress 13th District - Democrat,,,,40
,Kevin J Boyle,Jeffrey Voice,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,40
Kevin J Boyle,0,0,16,6,2,2,40
Jeffrey Voice,,0,0,0,0,1,40
Brendan F Boyle,,,0,0,0,0,40
