col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,All
Mike Stack,402,0,0,0,0,789,741,604,426,All
Mark Smith,,22,0,0,0,50,70,38,32,All
Brandon P Neuman,,,9,0,0,39,36,44,32,All
Mark Critz,,,,15,0,37,36,17,17,All
Brad Koplinski,,,,,8,22,17,32,27,All
Marnie Aument Loughrey,,,,,,30,466,458,406,All
James Harrity,,,,,,,27,440,408,All
Donna J Derose,,,,,,,,22,402,All
Frank T Brzozowski,,,,,,,,,6,All
Total,"1,774",136,97,92,64,982,943,772,550,All
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,1
Mike Stack,18,0,0,0,0,39,39,28,25,1
Brandon P Neuman,,0,0,0,0,3,3,1,1,1
Mark Critz,,,0,0,0,2,1,0,0,1
Mark Smith,,,,0,0,1,2,0,1,1
Brad Koplinski,,,,,0,0,1,1,0,1
James Harrity,,,,,,2,28,23,23,1
Marnie Aument Loughrey,,,,,,,1,23,20,1
Donna J Derose,,,,,,,,0,21,1
Frank T Brzozowski,,,,,,,,,1,1
Total,80,5,3,3,2,48,48,31,29,1
,Lieutenant Governor - Democrat,,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Marnie Aument Loughrey,James Harrity,Donna J Derose,Frank T Brzozowski,2
Mike Stack,15,0,0,0,0,32,33,27,21,2
Mark Smith,,1,0,0,0,4,2,2,1,2
Brandon P Neuman,,,0,0,0,2,1,3,0,2
Mark Critz,,,,1,0,1,1,0,0,2
Brad Koplinski,,,,,1,0,1,1,0,2
