col_1,col_2,division
,Representative In The General Assembly 173rd District - Republican,All
,Mike Tomlinson,All
Mike Tomlinson,469,All
Total,469,All
,Representative In The General Assembly 173rd District - Republican,2
,Mike Tomlinson,2
Mike Tomlinson,32,2
Total,32,2
,Representative In The General Assembly 173rd District - Republican,7
,Mike Tomlinson,7
Mike Tomlinson,27,7
Total,27,7
,Representative In The General Assembly 173rd District - Republican,11
,Mike Tomlinson,11
Mike Tomlinson,36,11
Total,36,11
,Representative In The General Assembly 173rd District - Republican,17
,Mike Tomlinson,17
Mike Tomlinson,70,17
Total,70,17
,Representative In The General Assembly 173rd District - Republican,24
,Mike Tomlinson,24
Mike Tomlinson,18,24
Total,18,24
,Representative In The General Assembly 173rd District - Republican,29
,Mike Tomlinson,29
Mike Tomlinson,46,29
Total,46,29
,Representative In The General Assembly 173rd District - Republican,30
,Mike Tomlinson,30
Mike Tomlinson,41,30
Total,41,30
,Representative In The General Assembly 173rd District - Republican,32
,Mike Tomlinson,32
Mike Tomlinson,15,32
Total,15,32
,Representative In The General Assembly 173rd District - Republican,35
,Mike Tomlinson,35
Mike Tomlinson,22,35
Total,22,35
,Representative In The General Assembly 173rd District - Republican,36
,Mike Tomlinson,36
Mike Tomlinson,30,36
Total,30,36
,Representative In The General Assembly 173rd District - Republican,37
,Mike Tomlinson,37
Mike Tomlinson,11,37
Total,11,37
,Representative In The General Assembly 173rd District - Republican,42
,Mike Tomlinson,42
Mike Tomlinson,25,42
Total,25,42
,Representative In The General Assembly 173rd District - Republican,43
,Mike Tomlinson,43
Mike Tomlinson,43,43
Total,43,43
,Representative In The General Assembly 173rd District - Republican,44
,Mike Tomlinson,44
Mike Tomlinson,34,44
Total,34,44
,Representative In The General Assembly 173rd District - Republican,45
,Mike Tomlinson,45
Mike Tomlinson,19,45
Total,19,45
