col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,William F Keller,Matthew D Myers,Darrell L Clarke,Domenick demuro,Micah Mahjoubian,Marylouise Isaacson,Michelle L Rumbaugh,Thomas J Rumbaugh,Nekisha Fulton,Albert C Littlepage,All
William F Keller,399,"1,987","1,517","1,340","1,257",645,627,544,489,448,All
Matthew D Myers,,70,"1,305","1,160","1,095",503,505,484,388,397,All
Darrell L Clarke,,,20,957,"1,075",471,429,366,373,365,All
Domenick demuro,,,,76,850,498,462,415,386,399,All
Micah Mahjoubian,,,,,8,445,397,322,356,344,All
Marylouise Isaacson,,,,,,6,489,355,438,407,All
Michelle L Rumbaugh,,,,,,,4,412,396,332,All
Thomas J Rumbaugh,,,,,,,,2,286,297,All
Nekisha Fulton,,,,,,,,,0,320,All
Albert C Littlepage,,,,,,,,,,5,All
Total,"3,025","2,156","1,607","1,499","1,322",691,678,579,510,485,All
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,1
,William F Keller,Domenick demuro,Matthew D Myers,Darrell L Clarke,Marylouise Isaacson,Michelle L Rumbaugh,Thomas J Rumbaugh,Micah Mahjoubian,Nekisha Fulton,Albert C Littlepage,1
William F Keller,1,11,8,6,6,6,5,3,3,2,1
Domenick demuro,,0,6,5,5,6,5,3,3,2,1
Matthew D Myers,,,0,3,4,4,4,2,2,2,1
Darrell L Clarke,,,,0,4,5,3,2,3,2,1
Marylouise Isaacson,,,,,0,5,4,3,3,2,1
Michelle L Rumbaugh,,,,,,0,4,3,3,2,1
Thomas J Rumbaugh,,,,,,,0,2,2,2,1
Micah Mahjoubian,,,,,,,,0,2,0,1
Nekisha Fulton,,,,,,,,,0,1,1
Albert C Littlepage,,,,,,,,,,0,1
Total,16,11,8,6,6,6,5,3,3,2,1
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,2
,William F Keller,Matthew D Myers,Darrell L Clarke,Domenick demuro,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,Michelle L Rumbaugh,Thomas J Rumbaugh,2
William F Keller,1,59,55,48,22,15,12,11,4,4,2
Matthew D Myers,,0,54,48,22,14,11,11,4,4,2
Darrell L Clarke,,,0,47,22,14,12,11,4,4,2
Domenick demuro,,,,0,19,13,11,11,4,4,2
Micah Mahjoubian,,,,,0,11,8,10,2,3,2
Marylouise Isaacson,,,,,,0,11,11,3,4,2
Nekisha Fulton,,,,,,,0,8,4,3,2
Albert C Littlepage,,,,,,,,0,1,3,2
Michelle L Rumbaugh,,,,,,,,,0,1,2
Thomas J Rumbaugh,,,,,,,,,,0,2
Total,65,61,57,50,22,15,12,11,4,4,2
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,3
,William F Keller,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Domenick demuro,Thomas J Rumbaugh,Michelle L Rumbaugh,Marylouise Isaacson,Albert C Littlepage,Nekisha Fulton,3
William F Keller,14,77,62,53,47,16,12,11,10,10,3
Matthew D Myers,,5,57,47,42,14,10,8,9,9,3
Darrell L Clarke,,,0,47,36,10,9,8,8,8,3
Micah Mahjoubian,,,,0,31,7,5,5,5,5,3
Domenick demuro,,,,,0,10,7,7,7,7,3
Thomas J Rumbaugh,,,,,,0,11,8,10,10,3
Michelle L Rumbaugh,,,,,,,0,8,9,9,3
Marylouise Isaacson,,,,,,,,0,8,8,3
Albert C Littlepage,,,,,,,,,0,10,3
Nekisha Fulton,,,,,,,,,,0,3
Total,107,84,63,54,48,18,13,12,11,11,3
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,4
,William F Keller,Matthew D Myers,Domenick demuro,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Michelle L Rumbaugh,Nekisha Fulton,Thomas J Rumbaugh,Albert C Littlepage,4
William F Keller,2,23,11,9,9,8,7,6,5,4,4
Matthew D Myers,,0,10,7,6,4,6,5,5,4,4
Domenick demuro,,,0,7,5,4,6,5,5,4,4
Marylouise Isaacson,,,,0,5,5,7,6,5,4,4
Micah Mahjoubian,,,,,0,4,4,5,3,3,4
Darrell L Clarke,,,,,,0,4,5,3,3,4
Michelle L Rumbaugh,,,,,,,0,5,4,3,4
Nekisha Fulton,,,,,,,,0,4,4,4
Thomas J Rumbaugh,,,,,,,,,0,3,4
Albert C Littlepage,,,,,,,,,,0,4
Total,33,23,11,9,9,8,7,6,5,4,4
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,5
,William F Keller,Matthew D Myers,Micah Mahjoubian,Darrell L Clarke,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,5
William F Keller,6,36,36,33,20,10,9,8,5,5,5
Matthew D Myers,,0,30,29,16,6,4,5,4,3,5
Micah Mahjoubian,,,0,29,16,8,6,7,5,4,5
Darrell L Clarke,,,,1,15,5,3,5,5,2,5
Domenick demuro,,,,,0,6,5,6,4,3,5
Marylouise Isaacson,,,,,,0,7,8,5,4,5
Michelle L Rumbaugh,,,,,,,0,6,3,3,5
Nekisha Fulton,,,,,,,,0,5,4,5
Albert C Littlepage,,,,,,,,,0,3,5
Thomas J Rumbaugh,,,,,,,,,,0,5
Total,58,38,37,36,21,10,10,8,6,5,5
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,6
,William F Keller,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Thomas J Rumbaugh,Michelle L Rumbaugh,Domenick demuro,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,6
William F Keller,20,72,48,34,33,20,18,10,5,4,6
Matthew D Myers,,7,43,31,34,17,17,8,3,3,6
Darrell L Clarke,,,1,33,25,15,12,8,4,4,6
Micah Mahjoubian,,,,2,23,13,9,6,3,3,6
Thomas J Rumbaugh,,,,,1,16,10,5,3,3,6
Michelle L Rumbaugh,,,,,,1,10,6,3,3,6
Domenick demuro,,,,,,,1,8,4,4,6
Marylouise Isaacson,,,,,,,,1,4,4,6
Nekisha Fulton,,,,,,,,,0,3,6
Albert C Littlepage,,,,,,,,,,0,6
Total,104,82,51,39,35,22,19,12,5,4,6
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,7
,William F Keller,Matthew D Myers,Darrell L Clarke,Domenick demuro,Micah Mahjoubian,Michelle L Rumbaugh,Thomas J Rumbaugh,Marylouise Isaacson,Albert C Littlepage,Nekisha Fulton,7
William F Keller,28,130,98,73,69,27,28,24,15,14,7
Matthew D Myers,,9,95,70,66,23,25,19,14,11,7
Darrell L Clarke,,,0,62,63,20,20,16,13,12,7
Domenick demuro,,,,0,50,15,15,14,9,10,7
Micah Mahjoubian,,,,,1,11,12,13,9,10,7
Michelle L Rumbaugh,,,,,,0,20,18,10,11,7
Thomas J Rumbaugh,,,,,,,0,16,13,11,7
Marylouise Isaacson,,,,,,,,0,14,14,7
Albert C Littlepage,,,,,,,,,0,8,7
Nekisha Fulton,,,,,,,,,,0,7
Total,178,149,105,80,74,30,30,26,16,15,7
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,8
,William F Keller,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Thomas J Rumbaugh,Domenick demuro,Michelle L Rumbaugh,Marylouise Isaacson,Nekisha Fulton,Albert C Littlepage,8
William F Keller,13,20,14,11,10,8,8,6,3,3,8
Matthew D Myers,,1,10,10,9,9,7,6,3,3,8
Darrell L Clarke,,,0,9,7,5,5,5,3,3,8
Micah Mahjoubian,,,,0,7,5,5,5,1,1,8
Thomas J Rumbaugh,,,,,0,7,10,6,4,3,8
Domenick demuro,,,,,,1,5,6,3,3,8
Michelle L Rumbaugh,,,,,,,0,4,3,2,8
Marylouise Isaacson,,,,,,,,0,3,3,8
Nekisha Fulton,,,,,,,,,0,3,8
Albert C Littlepage,,,,,,,,,,0,8
Total,40,22,14,12,12,10,10,7,4,3,8
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,9
,William F Keller,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Domenick demuro,Marylouise Isaacson,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,9
William F Keller,5,51,48,43,37,15,15,11,8,9,9
Darrell L Clarke,,0,42,41,34,13,11,8,6,8,9
Matthew D Myers,,,1,40,35,12,12,9,7,8,9
Micah Mahjoubian,,,,0,33,11,10,8,6,7,9
Domenick demuro,,,,,0,11,9,8,5,5,9
Marylouise Isaacson,,,,,,0,13,10,7,9,9
Michelle L Rumbaugh,,,,,,,0,9,7,9,9
Nekisha Fulton,,,,,,,,0,5,5,9
Albert C Littlepage,,,,,,,,,1,6,9
Thomas J Rumbaugh,,,,,,,,,,0,9
Total,67,52,50,43,37,15,15,11,9,9,9
,Representative In The General Assembly 184th District - Democrat,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,10
,William F Keller,Matthew D Myers,Darrell L Clarke,Micah Mahjoubian,Marylouise Isaacson,Nekisha Fulton,Domenick demuro,Michelle L Rumbaugh,Albert C Littlepage,Thomas J Rumbaugh,10
William F Keller,6,55,50,39,35,35,34,27,13,10,10
Matthew D Myers,,4,40,37,33,31,32,27,11,10,10
Darrell L Clarke,,,1,36,31,30,30,26,13,10,10
Micah Mahjoubian,,,,0,31,27,29,24,10,9,10
Marylouise Isaacson,,,,,0,33,33,28,13,12,10
