col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Governor - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,1
,Tom Corbett,Robert Guzzardi,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,1
Tom Corbett,1,0,26,21,15,13,1
Robert Guzzardi,,0,1,0,0,0,1
Dave Kralle,,,2,19,13,13,1
Agnes Tilley,,,,0,12,13,1
Michael P Meehan,,,,,1,12,1
Margaret L Recupido,,,,,,0,1
Total,31,1,29,21,16,13,1
,Governor - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,2
,Tom Corbett,Robert Guzzardi,Agnes Tilley,Dave Kralle,Margaret L Recupido,Michael P Meehan,2
Tom Corbett,8,0,18,14,9,8,2
Robert Guzzardi,,0,0,0,0,0,2
Agnes Tilley,,,3,13,9,8,2
Dave Kralle,,,,0,8,9,2
Margaret L Recupido,,,,,0,10,2
Michael P Meehan,,,,,,0,2
Total,30,0,23,17,11,11,2
,Governor - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,3
,Tom Corbett,Robert Guzzardi,Agnes Tilley,Dave Kralle,Michael P Meehan,Margaret L Recupido,3
Tom Corbett,6,0,22,20,14,10,3
Robert Guzzardi,,0,1,1,1,1,3
Agnes Tilley,,,0,15,11,11,3
Dave Kralle,,,,0,12,12,3
Michael P Meehan,,,,,1,11,3
Margaret L Recupido,,,,,,2,3
Total,37,1,23,22,16,14,3
,Governor - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,4
,Tom Corbett,Robert Guzzardi,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,4
Tom Corbett,5,0,19,15,9,7,4
Robert Guzzardi,,0,0,0,0,0,4
Dave Kralle,,,0,13,8,8,4
Agnes Tilley,,,,0,8,8,4
Michael P Meehan,,,,,1,8,4
Margaret L Recupido,,,,,,0,4
Total,29,0,20,16,11,8,4
,Governor - Republican,,Member Of - Republican State Committee 13th Congressional District,,,,5
,Tom Corbett,Robert Guzzardi,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,5
Tom Corbett,3,0,17,13,7,5,5
Robert Guzzardi,,0,0,0,0,0,5
Dave Kralle,,,0,11,7,6,5
Agnes Tilley,,,,1,8,6,5
Michael P Meehan,,,,,1,6,5
Margaret L Recupido,,,,,,1,5
