col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Member Of - Republican State Committee 13th Congressional District,,,,Member Of - Republican State Committee 1st Congressional District,,,,All
,Dave Kralle,Agnes Tilley,Michael P Meehan,Margaret L Recupido,Annie Havey,Monika A Czapla,Christopher M Vogler,Jimmy Dintino,All
Dave Kralle,228,438,276,253,0,0,0,0,All
Agnes Tilley,,119,267,242,0,0,0,0,All
Michael P Meehan,,,82,258,0,0,0,0,All
Margaret L Recupido,,,,17,0,0,0,0,All
Annie Havey,,,,,110,392,216,204,All
Monika A Czapla,,,,,,48,200,197,All
Christopher M Vogler,,,,,,,35,211,All
Jimmy Dintino,,,,,,,,8,All
Total,716,593,406,295,532,450,277,232,All
