col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 190th District - Democrat,,,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,Vanessa L Brown,Wanda Logan,Isaac N Patterson V,Alishea Jackson,Rasheen Crews,Vernon D Brown,Kevin C Hannah,James Tyson,All
Vanessa L Brown,256,0,0,247,196,192,176,167,All
Wanda Logan,,98,0,183,189,103,124,105,All
Isaac N Patterson V,,,12,33,23,15,16,12,All
Alishea Jackson,,,,1,266,226,255,214,All
Rasheen Crews,,,,,0,212,249,201,All
Vernon D Brown,,,,,,5,199,206,All
Kevin C Hannah,,,,,,,1,197,All
James Tyson,,,,,,,,4,All
Total,668,409,70,466,409,319,318,292,All
