col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 8th Senatorial District,,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Alishea Jackson,Rasheen Crews,Kevin C Hannah,Vernon D Brown,James Tyson,All
Tom Wolf,"2,994",0,0,0,"3,946","3,935","3,198","2,072","1,816",All
Allyson Y Schwartz,,"2,411",0,0,"2,377","1,980","1,893","1,910","1,620",All
Robert M Mccord,,,918,0,"1,429","1,223","1,117",857,738,All
Katie Mcginty,,,,186,298,244,231,269,260,All
Alishea Jackson,,,,,35,"5,215","5,071","3,885","3,721",All
Rasheen Crews,,,,,,23,"5,058","3,755","3,641",All
Kevin C Hannah,,,,,,,28,"3,653","3,603",All
Vernon D Brown,,,,,,,,17,"3,686",All
James Tyson,,,,,,,,,6,All
Total,"9,289","6,182","3,027",707,"8,138","7,459","6,519","5,153","4,466",All
