col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Representative In The General Assembly 180th District - Democrat,,Member Of - Democratic State Committee 3rd Senatorial District,,,,,,,,,,,All
,Quetcy Lozada,Angel L Cruz,David Rodriguez,Elaine Tomlin,Latrice Y Bryant,Edward M Lloyd Jr,Barbara Carroll,Humberto Perez,Gwen Collins,Louis Agre,Ruth I Birchett,Karen Voss,Dawn Thomas,All
Quetcy Lozada,21,0,23,28,22,22,16,12,15,14,14,13,1,All
Angel L Cruz,,11,32,18,17,13,12,15,10,10,9,7,1,All
David Rodriguez,,,0,25,23,27,25,26,22,20,19,18,1,All
Elaine Tomlin,,,,0,16,20,21,19,19,16,17,14,1,All
Latrice Y Bryant,,,,,0,25,20,17,20,16,16,17,0,All
Edward M Lloyd Jr,,,,,,0,22,19,21,18,18,18,0,All
Barbara Carroll,,,,,,,0,23,20,19,20,18,0,All
Humberto Perez,,,,,,,,0,19,18,16,16,1,All
Gwen Collins,,,,,,,,,0,18,16,19,0,All
Louis Agre,,,,,,,,,,1,16,17,1,All
Ruth I Birchett,,,,,,,,,,,0,15,1,All
Karen Voss,,,,,,,,,,,,0,0,All
Dawn Thomas,,,,,,,,,,,,,0,All
Total,73,62,55,46,40,35,29,29,26,26,23,21,2,All
