col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,,,,All
,John Sabatina Jr,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,All
John Sabatina Jr,3,76,10,10,4,All
Brendan F Boyle,,26,0,0,0,All
Marjorie Margolies,,,7,0,0,All
Val Arkoosh,,,,2,0,All
Daylin Leach,,,,,3,All
Total,103,102,17,12,7,All
,Representative In The General Assembly 174th District - Democrat,Representative In Congress 13th District - Democrat,,,,11
,John Sabatina Jr,Brendan F Boyle,Marjorie Margolies,Daylin Leach,Val Arkoosh,11
John Sabatina Jr,0,35,6,2,1,11
Brendan F Boyle,,8,0,0,0,11
Marjorie Margolies,,,1,0,0,11
Daylin Leach,,,,1,0,11
Val Arkoosh,,,,,1,11
Total,44,43,7,3,2,11
,Representative In Congress 13th District - Democrat,,,,Representative In The General Assembly 174th District - Democrat,28
,Brendan F Boyle,Marjorie Margolies,Val Arkoosh,Daylin Leach,John Sabatina Jr,28
Brendan F Boyle,18,0,0,0,41,28
Marjorie Margolies,,6,0,0,4,28
Val Arkoosh,,,1,0,9,28
Daylin Leach,,,,2,2,28
John Sabatina Jr,,,,,3,28
Total,59,10,10,4,59,28
