col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 198th District - Democrat,,Member Of - Democratic State Committee 4th Senatorial District,,,,,,,,All
,Rosita C Youngblood,John Connelly,Jalila D Parker,Cindy Bass,Sherrie Cohen,Nedia S Ralston,Janet Thompson,Ron Couser,Bill Durham,M Karen Bojar,All
Rosita C Youngblood,151,0,717,731,491,490,247,216,230,148,All
John Connelly,,58,244,189,208,156,99,103,98,82,All
Jalila D Parker,,,25,588,436,527,264,248,243,189,All
Cindy Bass,,,,35,413,425,282,278,271,191,All
Sherrie Cohen,,,,,25,286,228,233,228,177,All
Nedia S Ralston,,,,,,9,176,193,167,144,All
Janet Thompson,,,,,,,2,172,204,115,All
Ron Couser,,,,,,,,5,203,133,All
Bill Durham,,,,,,,,,1,87,All
M Karen Bojar,,,,,,,,,,4,All
Total,"1,336",479,"1,021",993,747,676,358,344,339,247,All
