col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,All
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Frank T Brzozowski,Marnie Aument Loughrey,James Harrity,Donna J Derose,All
Tom Wolf,171,0,0,0,175,191,204,116,All
Allyson Y Schwartz,,158,0,0,186,160,141,134,All
Robert M Mccord,,,43,0,62,67,63,42,All
Katie Mcginty,,,,11,27,26,24,35,All
Frank T Brzozowski,,,,,9,249,261,248,All
Marnie Aument Loughrey,,,,,,4,275,270,All
James Harrity,,,,,,,0,252,All
Donna J Derose,,,,,,,,0,All
Total,542,443,149,69,464,449,435,331,All
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,1
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,Marnie Aument Loughrey,James Harrity,Frank T Brzozowski,Donna J Derose,1
Tom Wolf,6,0,0,0,10,15,8,6,1
Allyson Y Schwartz,,9,0,0,10,4,7,5,1
Robert M Mccord,,,3,0,2,1,1,1,1
Katie Mcginty,,,,0,1,2,0,2,1
Marnie Aument Loughrey,,,,,0,11,10,12,1
James Harrity,,,,,,0,10,9,1
Frank T Brzozowski,,,,,,,0,9,1
Donna J Derose,,,,,,,,0,1
Total,28,22,5,4,23,22,16,14,1
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,2
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Donna J Derose,2
Allyson Y Schwartz,4,0,0,0,5,3,3,3,2
Tom Wolf,,3,0,0,2,2,0,0,2
Robert M Mccord,,,1,0,1,2,3,0,2
Katie Mcginty,,,,0,0,0,0,0,2
Frank T Brzozowski,,,,,1,3,4,3,2
James Harrity,,,,,,0,5,3,2
Marnie Aument Loughrey,,,,,,,0,3,2
Donna J Derose,,,,,,,,0,2
Total,9,7,4,0,9,7,6,3,2
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,3
,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,James Harrity,Frank T Brzozowski,Marnie Aument Loughrey,Donna J Derose,3
Tom Wolf,11,0,0,0,12,8,11,5,3
Allyson Y Schwartz,,5,0,0,5,4,3,4,3
Robert M Mccord,,,3,0,3,5,2,3,3
Katie Mcginty,,,,0,0,0,1,1,3
James Harrity,,,,,0,12,11,10,3
Frank T Brzozowski,,,,,,0,10,9,3
Marnie Aument Loughrey,,,,,,,0,10,3
Donna J Derose,,,,,,,,0,3
Total,29,12,9,1,20,17,17,13,3
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Governor - Democrat,,,,4
,Frank T Brzozowski,James Harrity,Donna J Derose,Marnie Aument Loughrey,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,4
Frank T Brzozowski,3,28,28,28,28,22,14,9,4
James Harrity,,0,28,26,14,11,7,3,4
Donna J Derose,,,0,27,9,14,7,2,4
Marnie Aument Loughrey,,,,0,9,12,8,1,4
Tom Wolf,,,,,6,0,0,0,4
Allyson Y Schwartz,,,,,,3,0,0,4
Robert M Mccord,,,,,,,3,0,4
Katie Mcginty,,,,,,,,1,4
Total,77,35,33,30,38,30,17,12,4
,Governor - Democrat,,,,Member Of - Democratic State Committee 2nd Senatorial District,,,,5
,Allyson Y Schwartz,Tom Wolf,Robert M Mccord,Katie Mcginty,Frank T Brzozowski,Marnie Aument Loughrey,James Harrity,Donna J Derose,5
Allyson Y Schwartz,26,0,0,0,15,5,4,4,5
Tom Wolf,,17,0,0,10,16,14,9,5
Robert M Mccord,,,6,0,5,5,5,6,5
Katie Mcginty,,,,1,1,2,2,4,5
Frank T Brzozowski,,,,,1,15,15,15,5
Marnie Aument Loughrey,,,,,,0,18,20,5
James Harrity,,,,,,,0,17,5
Donna J Derose,,,,,,,,0,5
Total,47,39,12,6,32,28,25,23,5
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Governor - Democrat,,,,6
,Marnie Aument Loughrey,Frank T Brzozowski,Donna J Derose,James Harrity,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,6
Marnie Aument Loughrey,1,9,10,7,6,8,4,2,6
Frank T Brzozowski,,0,8,8,4,8,4,0,6
Donna J Derose,,,0,7,5,3,2,1,6
James Harrity,,,,0,5,3,3,0,6
Tom Wolf,,,,,8,0,0,0,6
Allyson Y Schwartz,,,,,,1,0,0,6
Robert M Mccord,,,,,,,3,0,6
Katie Mcginty,,,,,,,,0,6
Total,22,17,12,12,20,14,9,2,6
,Member Of - Democratic State Committee 2nd Senatorial District,,,,Governor - Democrat,,,,8
,James Harrity,Marnie Aument Loughrey,Donna J Derose,Frank T Brzozowski,Tom Wolf,Allyson Y Schwartz,Robert M Mccord,Katie Mcginty,8
James Harrity,0,16,16,18,12,9,6,0,8
Marnie Aument Loughrey,,1,16,16,11,8,5,1,8
Donna J Derose,,,0,15,6,10,6,1,8
Frank T Brzozowski,,,,0,7,9,5,0,8
Tom Wolf,,,,,6,0,0,0,8
Allyson Y Schwartz,,,,,,2,0,0,8
Robert M Mccord,,,,,,,1,0,8
Katie Mcginty,,,,,,,,0,8
Total,27,26,23,21,23,22,8,1,8
