col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of - Democratic State Committee 1st Senatorial District,,,,,,,,,All
,Darrell L Clarke,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Domenick demuro,Michelle L Rumbaugh,Nekisha Fulton,Albert C Littlepage,Thomas J Rumbaugh,All
Darrell L Clarke,"3,188","8,807","7,910","6,756","6,016","5,844","5,501","4,849","4,415",All
Matthew D Myers,,"1,528","8,020","6,738","6,671","6,048","5,546","5,116","4,880",All
Micah Mahjoubian,,,960,"6,597","5,708","5,564","5,385","4,686","4,170",All
Marylouise Isaacson,,,,610,"5,675","6,906","6,395","5,438","4,566",All
Domenick demuro,,,,,467,"4,943","4,745","4,758","3,804",All
Michelle L Rumbaugh,,,,,,179,"5,727","4,622","4,354",All
Nekisha Fulton,,,,,,,114,"4,608","3,785",All
Albert C Littlepage,,,,,,,,119,"3,468",All
Thomas J Rumbaugh,,,,,,,,,116,All
Total,"13,876","12,245","10,572","9,649","8,165","8,106","7,099","6,152","5,888",All
