col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,All
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Rosita C Youngblood,John Connelly,All
Mike Stack,102,0,0,0,0,"1,418",509,All
Mark Smith,,8,0,0,0,116,53,All
Brandon P Neuman,,,17,0,0,62,34,All
Mark Critz,,,,4,0,54,38,All
Brad Koplinski,,,,,14,42,17,All
Rosita C Youngblood,,,,,,312,0,All
John Connelly,,,,,,,95,All
Total,"2,029",177,113,96,73,"2,004",746,All
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,1
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Rosita C Youngblood,John Connelly,1
Mike Stack,9,0,0,0,0,59,19,1
Brandon P Neuman,,2,0,0,0,1,2,1
Mark Smith,,,0,0,0,3,2,1
Mark Critz,,,,0,0,2,2,1
Brad Koplinski,,,,,0,2,0,1
Rosita C Youngblood,,,,,,13,0,1
John Connelly,,,,,,,1,1
Total,87,5,5,4,2,80,26,1
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,2
,Mike Stack,Mark Smith,Brandon P Neuman,Mark Critz,Brad Koplinski,Rosita C Youngblood,John Connelly,2
Mike Stack,5,0,0,0,0,73,20,2
Mark Smith,,0,0,0,0,6,6,2
Brandon P Neuman,,,1,0,0,2,0,2
Mark Critz,,,,0,0,0,2,2
Brad Koplinski,,,,,0,0,0,2
Rosita C Youngblood,,,,,,8,0,2
John Connelly,,,,,,,5,2
Total,98,12,3,2,0,89,33,2
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,3
,Mike Stack,Brandon P Neuman,Mark Critz,Mark Smith,Brad Koplinski,Rosita C Youngblood,John Connelly,3
Mike Stack,5,0,0,0,0,24,20,3
Brandon P Neuman,,0,0,0,0,2,4,3
Mark Critz,,,0,0,0,2,3,3
Mark Smith,,,,0,0,0,2,3
Brad Koplinski,,,,,0,1,0,3
Rosita C Youngblood,,,,,,8,0,3
John Connelly,,,,,,,2,3
Total,49,6,5,2,1,37,31,3
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,4
,Mike Stack,Mark Critz,Brandon P Neuman,Mark Smith,Brad Koplinski,Rosita C Youngblood,John Connelly,4
Mike Stack,5,0,0,0,0,24,11,4
Mark Critz,,0,0,0,0,3,0,4
Brandon P Neuman,,,0,0,0,2,0,4
Mark Smith,,,,0,0,1,1,4
Brad Koplinski,,,,,0,0,1,4
Rosita C Youngblood,,,,,,6,0,4
John Connelly,,,,,,,3,4
Total,40,3,2,2,1,36,16,4
,Representative In The General Assembly 198th District - Democrat,,Lieutenant Governor - Democrat,,,,,5
,Rosita C Youngblood,John Connelly,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,5
Rosita C Youngblood,19,0,89,5,2,3,4,5
John Connelly,,2,18,2,4,2,1,5
Mike Stack,,,9,0,0,0,0,5
Mark Smith,,,,1,0,0,0,5
Mark Critz,,,,,0,0,0,5
Brad Koplinski,,,,,,0,0,5
Brandon P Neuman,,,,,,,0,5
Total,122,29,116,8,6,5,5,5
,Representative In The General Assembly 198th District - Democrat,,Lieutenant Governor - Democrat,,,,,6
,Rosita C Youngblood,John Connelly,Mike Stack,Mark Smith,Mark Critz,Brad Koplinski,Brandon P Neuman,6
Rosita C Youngblood,15,0,34,4,4,2,1,6
John Connelly,,4,12,1,1,1,1,6
Mike Stack,,,2,0,0,0,0,6
Mark Smith,,,,1,0,0,0,6
Mark Critz,,,,,0,0,0,6
Brad Koplinski,,,,,,1,0,6
Brandon P Neuman,,,,,,,0,6
Total,60,20,48,6,5,4,2,6
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 198th District - Democrat,,7
,Mike Stack,Brandon P Neuman,Mark Smith,Mark Critz,Brad Koplinski,Rosita C Youngblood,John Connelly,7
Mike Stack,5,0,0,0,0,68,26,7
Brandon P Neuman,,2,0,0,0,5,4,7
